blank,Material,Plant,Material Description,MRP Type,Valuation Class,Material Group,Base Unit of Measure,Price Unit,Price Control,Price,Material Type,Last Change,Created by
,90016466,2241,ANG BALL BRNG DR SKF/3204 ATN9/C3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016467,2241,ANG BALL BRNG DR SKF/3206 A-2Z,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016468,2241,ANG BALL BRNG DR SKF/3210 ATN9/C3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016469,2241,ANG BALL BRNG DR SKF/3210 A-2RS1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016470,2241,DEEP GROVE BALL BRNG SKF/6024-2RS1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016471,2241,DEEP GROVE BALL BRNG SKF/214,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016472,2241,SELF ALIGNING BALL BRNG SKF/1215 K/C3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016473,2241,SELF ALI BALL BRNG SKF/2205 E-2RS1TN9,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016474,2241,SELF ALI BALL BRNG SKF/2204 E-2RS1TN9,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016475,2241,SELF ALI BALL BRNG SKF/2210 E-2RS1TN9,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016476,2241,DEEP GROVE BALL BRNG NTN/1307S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016477,2241,SPHER ROLLER BRNG SKF/23026 CCK/C3W33,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016478,2241,SPHERICAL ROLLER BRNG SKF/22207 E/C3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016479,2241,SPHERICAL ROLLER BRNG SKF/22211 EK,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016480,2241,SPHERICAL ROLLER BRNG SKF/22211 E/C3,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016481,2241,SPHERICAL ROLLER BRNG SKF/22214 E,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016482,2241,ANG BALL BRNG DR SKF/3206 A-2RS1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016483,2241,CAM FOLOWER BRNG REGAL B PWR/CF 2-1/2SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016484,2241,CAM FOLOWER BRNG REGAL B PWR/CF 5/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016485,2241,CAM FOLOWER BRNG REGAL B PWR/CF 3/4SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016486,2241,CAM FOLOWER BRNG REGAL B PWR/CF 7/8SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016487,2241,CAM FOLOWER BRNG MM REGAL B PWR/MCFR 22S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016488,2241,CAM FOLOWER BRNG REGAL B PWR/CF 1SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016489,2241,CAM FOLOWER BRNG REGAL B PWR/CF 1-1/4SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016490,2241,CAM FOLOWER BRNG REGAL B PWR/CF 1-1/2SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016491,2241,CAM FOLOWER BRNG REGAL B PWR/CF 1-3/4SB,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016492,2241,CAM FOLOWER BRNG REGAL B PWR/CF 3S,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016493,2241,CAM FOLOWER BRNG FLG REGAL B PWR/FCF 2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016494,2241,BELT  V GATES CORPORATION A90,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016495,2241,BELT  DBL V GATES CORPORATION BB60,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016496,2241,BELT  DBL V GATES CORPORATION AA128,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016497,2241,BELT V GATES CORPORATION B44,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016498,2241,BELT V GATES CORPORATION B51,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016499,2241,BELT V GATES CORPORATION B64,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016500,2241,BELT V GATES CORPORATION B92,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016501,2241,BELT V GATES CORPORATION B71,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016502,2241,BELT V GATES CORPORATION 4L340,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016503,2241,BELT V GATES CORPORATION B77,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016504,2241,TIMING BELT 980X9MM JASON/980-5M-09,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016505,2241,SYNC BELT 880X30X8 GATES/880-8MGT-30,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016506,2241,SYNC BELT 1600X20X8 GATES/1600-8MGT-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016507,2241,BELT V GATES CORPORATION 4L440,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016508,2241,BELT V GATES CORPORATION B103,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016509,2241,BELT V GATES CORPORATION B105,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016510,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-25,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016511,2241,BRGN INSERT BLL STSCRW REGAL B PWR/2-113,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016512,2241,BRGN INSERT BLL STSCRW REGAL B PWR/2-110,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016513,2241,BRGN INSERT BLL STSCRW REGAL B PWR/2-112,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016514,2241,BRGN INSERT BLL STSCRW REGAL B PWR/2-114,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016515,2241,BRGN INSERT BLL STSCRW REGAL B PWR/2-115,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016516,2241,BRNG CARTRIDGE UNT REGAL B PWR/SC-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016517,2241,BRNG CARTRIDGE UNT REGAL B PWR/SC-32C,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016518,2241,BRNG CARTRIDGE UNT REGAL B PWR/SC-32R,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016519,2241,BEARING BALL INS 1IN 2.0472IN 1.375IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016520,2241,BEARING BALL INS 0.937IN 2.047IN 1.375IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016521,2241,BEARING BALL INS 1.25IN 2.836IN 1.687IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016522,2241,BEARING BALL INS 1.5IN 3.149IN 1.937IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016523,2241,BEARING BALL INS 1.562IN 3.149IN 1.937IN,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016524,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016525,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-18,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016526,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-19,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016527,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016528,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-22,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016529,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016530,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016531,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-17,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016532,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-19,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016533,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016534,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-22,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016535,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-23,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016536,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016537,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-31,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016538,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-28,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016539,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-31,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016540,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016541,2241,BRNG BALL 4B UNT LK SS REGAL B PWR/SF-39,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016542,2241,BRNG BALL 2B UNT LK SS REGAL PWR/SFT-12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016543,2241,BELT V 132IN JASON/5V1320,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016544,2241,BEARING BALL PB 2B LCK SETSCREW 0.625ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016545,2241,BEARING BALL PB 2B LCK SETSCREW 0.7500ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016546,2241,BEARING BALL PB 2B LCK SETSCREW 0.875ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016547,2241,BEARING BALL PB 2B LCK SETSCREW 1ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016548,2241,BEARING BALL PB 2B LCK SETSCREW 1.1875ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016549,2241,BEARING BALL PB 2B LCK SETSCREW 1.25ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016550,2241,BEARING BALL PB 2B LCK SETSCREW 1.375ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016551,2241,BEARING BALL PB 2B LCK SETSCREW 1.4375ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016552,2241,BEARING BALL PB 2B LCK SETSCREW 1.5ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016553,2241,BEARING BALL PB 2B LCK SETSCREW 1.6875ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016554,2241,BEARING BALL PB 2B LCK SETSCREW 1.9375ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016555,2241,BRGN PILLOW BLOCK UNT REGAL B PWR/MP-16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016556,2241,BRGN PILLOW BLOCK UNT REGAL B PWR/MP-24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016557,2241,BRGN PILLOW BLOCK UNT REGAL B PWR/MP-31,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016558,2241,BRGN PILLOW BLOCK UNT REGAL B PWR/EMP-31,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016559,2241,BRGN PILLOW BLOCK UNT REGAL B PWR/MP-39,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016560,2241,EXT BRNG BALL PB 2B LCK SETSCRW 1.9375ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016561,2241,FLNG CARTRID BRGN UNT REGAL B PWR/MCF-31,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016562,2241,FLNG CARTRID BRGN UNT REGAL B PWR/MCF-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016563,2241,FLNG CARTRID BRGN UNT REGAL B PWR/MCF-46,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016564,2241,FLNG CARTRID BRGN UNT REGAL B PWR/MCF-48,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016565,2241,FLNG BRKT BRNG UNIT REGAL B PWR/FB-23,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016566,2241,FLNG CARTRID BRGN UNT REGAL B PWR/SFC-32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016567,2241,FLNG CARTRID BRGN UNT REGAL B PWR/SFC-35,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016568,2241,FLNG CARTRID BRGN UNT REGAL B PWR/SFC-39,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016569,2241,BEARING BALL PB 2B LCK SETSCREW 2ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016570,2241,BELT V 80IN GATES/5VX800,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016571,2241,BELT V 160IN GATES/5VX1600,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016572,2241,V-BELT VARIABLE SPEED JASON/2830V363,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016573,2241,BELT V GATES CORPORATION B93,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016574,2241,HRD DBL SPROKET 14T BR1 MARTIN/D40B14HX1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016575,2241,HRD DBL SPROKET 18T MARTIN/D40B18H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016576,2241,DBL SPRKT 18T MARTIN/D40B18H 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016577,2241,HRD DBL SPROKET 17T BR1 MARTIN/D40B17H 1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016578,2241,DBL SPRKT 18T T-BSHG MARTIN/D40BTB18H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016579,2241,HRD DBL SPRKT 21T MARTIN/D40B21H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016580,2241,DBL SPRKT 30T T-BSHG MARTIN/D40BTB30,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016581,2241,DBL SPRKT 48T TAP BSHG MARTIN/D40CTB48,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016582,2241,TIMING BELT 60X2 JASON/600H-200,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016583,2241,SPRKT 20T QD T-BSHG,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016584,2241,SPROKET TRIPLE B 15T MARTIN/E40B15H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016585,2241,TIMING BELT 22.5X.75 JASON/225L-075,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016586,2241,TIMING BELT DBL 26X.375 GATES/TP260XL037,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016587,2241,TIMING BELT 26.2X.375 GATES/260XL037,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016588,2241,TIMING BELT 45X.5 GATES/450L050,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016589,2241,TIMING BELT 36.7X.5 JASON/367L-050,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016590,2241,SPRKT 25T QD T-BSHG  MARTIN/60SDS25,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016591,2241,BRNG BALL PB 2B LCK D SETSCREW 2.4375ID,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016592,2241,BELT V GATES CORPORATION B42,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016593,2241,BELT V JASON/B223,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016594,2241,DBL SPRKT 14T BR1 MARTIN/D50B14 F 1,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016595,2241,DBL SPRKT 15T MARTIN/D50B15H 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016596,2241,DBL SGL SPRKT 17T S-BS MARTIN/DS50H17H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016597,2241,DBL SPRKT 18T T-BSHG MARTIN/D50ATB18H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016598,2241,DBL SPRKT 18T 1 MARTIN/D50B18HF 1.000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016599,2241,DBL SPRKT 21T MARTIN/D50B21H 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016600,2241,DBL SPRKT 24T MARTIN/D50B24 F 1 1/2,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016601,2241,DBL SPRKT 26T MARTIN/D50B26F 1 11/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016602,2241,DBL SPRKT 54T S-BSHG MARTIN/D50SF54,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016603,2241,HD SPRKT 14T SPLIT BSHG MARTIN/60P14H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016604,2241,SPRKT 18T QD T-BSHG  MARTIN/60SDS18,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016605,2241,SPROKET 18T T-BSHG MARTIN/60BTB18,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016606,2241,SPRKT 19T QD T-BSHG  MARTIN/60SDS19,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016607,2241,QD T-BUSHING 1-7/16 MARTIN/SDS1 7/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016608,2241,SPROKET 20T T-BSHG MARTIN/60BTB20,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016609,2241,BELT V JASON/A36 (4L 380),PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016610,2241,SPROKET 22T T-BSHG MARTIN/60BTB22,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016611,2241,SPROKET 24T T-BSHG MARTIN/60BTB24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016612,2241,SPRKT 36T BR1-1/4 MARTIN/60BS36 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016613,2241,DBL SPRKT 16T T-BSHG MARTIN/D60BTB16H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016614,2241,DBL SPRK 16T 1-1/4 MARTIN/D60B16 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016615,2241,DBL SPRK 26T 1-3/8 MARTIN/D60B26 1 3/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016616,2241,SPROKET 9T BR1-1/4 MARTIN/80BS9 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016617,2241,SPRKT 11T 1-7/16 MARTIN/80BS11 1 7/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016618,2241,HRD SPROKET 12T S-BSHG MARTIN/80P12H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016619,2241,SPROKET 12T MARTIN/80B12,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016620,2241,SPRKT 18T BR1-3/8 MARTIN/80BS18 1 3/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016621,2241,FLAT SPROKET 18T MARTIN/80A18,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016622,2241,SPROKET 15T T-BSHG MARTIN/80BTB15,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016623,2241,SPRKT 15T 1-1/4 MARTIN/80BS15 1 1/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016624,2241,HRD SPROKET 17T S-BSHG MARTIN/80Q17H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016625,2241,SPROKET 24T T-BSHG  MARTIN/80SF24,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016626,2241,HRD SPROKET 30T S-BSHG MARTIN/80Q30H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016627,2241,SPROKET 32T MARTIN/80B32,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016628,2241,HRD DBL SPRKT 20T MARTIN/D50B20H,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016629,2241,BELT V 43IN GATES/430J6,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016630,2241,FHP SHEAVE A-4L BR5/8 MARTIN/AK34 5/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016631,2241,TIMING BELT 98X2 JASON/980XH-200,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016632,2241,SHAFT SEAL 1.375X1.874X.313 SKF/CR13535,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016633,2241,BELT V 75IN GATES/5V750,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016634,2241,BELT V 85IN GATES/5V850,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016635,2241,BELT V GATES CORPORATION C83,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016636,2241,BELT V GATES CORPORATION B195,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016637,2241,BELT V GATES CORPORATION B184,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016638,2241,BELT V 100IN GATES/5VX1000,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016639,2241,DBL SPK 36T 1-9/16 MARTIN/D50B36 1-9/16,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016640,2241,BELT V GATES CORPORATION C85,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016641,2241,SHAFT SEAL 1X1.624X.25 SKF/CR9934,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016642,2241,BELT V GATES CORPORATION BX105,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016643,2241,BELT V GATES CORPORATION B94,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016644,2241,BELT V 1250MM JASON/SPB1250,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016645,2241,BELT V JASON/B56 (5L 590),PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016646,2241,MULTI-SPEED BELT GATES/1228V255,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016647,2241,BELT V GATES CORPORATION C90,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016648,2241,BELT V JASON/A38 (4L 400),PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016649,2241,BELT V 73IN GATES/730J10,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016650,2241,SYNC BELT 800X30X8 GATES/800-8MGT-30,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016651,2241,FLEX CPLNG SLEEVE MARTIN/7JEM,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016652,2241,CPLG JAW STEEL 3/4 MARTIN/ML 095 3/4,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016653,2241,CPLG JAW STEEL 5/8 MARTIN/ML 095 5/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016654,2241,CPLG JAW 1-1/8 MARTIN/ML 095 1 1/8,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016655,2241,CPLG HYTREL SPIDER MARTIN/SHL090/095,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016656,2241,BELT V GATES CORPORATION B59,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016657,2241,SYNC BELT 3280X50X8 GATES/3280-8MGT-50,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016658,2241,TIMING BELT 21X.5 GATES/210L050,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016659,2241,TIMING BELT 30X1 GATES/300H100,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016660,2241,TIMING BELT 57X1.5 GATES/570H150,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016661,2241,TIMING BELT 60X1.5 GATES/600H150,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016662,2241,TIMING BELT 80X1.5 GATES/800H150,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016663,2241,TIMING BELT 34.5X.3755 GATES/345L050,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016664,2241,SYNC BELT 2600X30X8 GATES/2600-8MGT-30,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
,90016665,2241,TIMING BELT 51X1 JASON/510H-100,PD,3040,U31162313,EA,1,V,0.01,ZER2,,U362KBOU
