blank,Material,Plant,Material Description,MRP Type,Valuation Class,Material Group,Base Unit of Measure,Price Unit,Price Control,Price,Material Type,Last Change,Created by
,90001851,1715,BEARING BUSHING INFINITY 510-0813 10MM,PD,3040,U31171515,EA,1,V,0.01,ZER2,,E362SSAL
,90001852,1715,BEARING BUSHING INFINITY 510-3009 12MM,PD,3040,U31171515,EA,1,V,0.01,ZER2,,E362SSAL
,90001860,1715,BEARING CAM FOLLOWER MCGILL VCF-4 1/2,PD,3040,U31171530,EA,1,V,0.01,ZER2,,E362SSAL
,90001861,1715,BEARING CAM FOLLOWER PCI MPTR-40-1 40MM,PD,3040,U31171530,EA,1,V,0.01,ZER2,,E362SSAL
,90001862,1715,BEARING CAM FOLLOWER PCI MPTRE-40-1 40MM,PD,3040,U31171530,EA,1,V,0.01,ZER2,,E362SSAL
,90001864,1715,BEARING FLANGED BRETTING 01020330 2 BOLT,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001865,1715,BEARING FLANGED BRETTING 01020354 4 BOLT,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001866,1715,BEARING FLANGED BRETTING 01020372 2 BOLT,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001867,1715,BEARING FLANGED BRETTING 01020373 3 BOLT,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001868,1715,BEARING FLANGED BRETTING 3467-177,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001869,1715,BEARING FLANGED BRETTING 35010050,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001870,1715,BEARING FLANGED BRETTING 35010122,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001871,1715,BEARING FLANGED BRETTING 4243-6,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001872,1715,BEARING FLANGED DODGE 74646 1IN 3 BOLT,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001873,1715,BEARING FLANGED DODGE F4B-DL-30M-NL 30MM,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001875,1715,BEARING FLANGED DODGE FC-E-400R(023144),PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001876,1715,BEARING FLANGED EDSON E1000271 0.68IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001877,1715,BEARING FLANGED EDSON E1000281,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001881,1715,BEARING FLANGED EDSON E1000900 16MM 22MM,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001882,1715,BEARING FLANGED EDSON E1001029 12MM 18MM,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001885,1715,BEARING FLANGED INFINITY 510-0632J 18MM,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001886,1715,BEARING FLANGED INFINITY 510-0632M 14MM,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001888,1715,BEARING FLANGED INFINITY 510-1424A 1IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001889,1715,BEARING FLANGED INFINITY 510-3023A 30IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001890,1715,BEARING FLANGED INFINITY 510-3027 19IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001891,1715,BEARING FLANGED INFINITY 510-3028 18IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001892,1715,BEARING FLANGED OILITE 35010052 1.252IN,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001898,1715,BEARING FLANGED OILITE FF-838-1,PD,3040,U31171501,EA,1,V,0.01,ZER2,,E362SSAL
,90001905,1715,BEARING LINEAR 80/20 6825 1.5IN,PD,3040,U31171506,EA,1,V,0.01,ZER2,,E362SSAL
,90001917,1715,BEARING LINEAR INFINITY 550-0011 20MM,PD,3040,U31171506,EA,1,V,0.01,ZER2,,E362SSAL
,90001920,1715,BEARING LINEAR THK AMERICA INC SHS65CKK,PD,3040,U31171506,EA,1,V,0.01,ZER2,,E362SSAL
,90001921,1715,BEARING NEEDLE EDSON E1000314 1IN,PD,3040,U31171512,EA,1,V,0.01,ZER2,,E362SSAL
,90001923,1715,HOSE HEATED 4 FT BRETTING 43020038,PD,3040,U40142000,EA,1,V,0.01,ZER2,,E362SSAL
,90001924,1715,HOSE HEATED 10 FT INFINITY 499-0023,PD,3040,U40142000,EA,1,V,0.01,ZER2,,E362SSAL
,90001925,1715,HOSE HEATED 4 METER INFINITY 499-0023B,PD,3040,U40142000,EA,1,V,0.01,ZER2,,E362SSAL
,90001927,1715,VALVE SOLENOID INFINITY 610-0151,PD,3040,U40141605,EA,1,V,0.01,ZER2,,E362SSAL
,90001928,1715,VALVE SOLENOID INFINITY 610-0160,PD,3040,U40141605,EA,1,V,0.01,ZER2,,E362SSAL
,90001929,1715,CHAIN TABLE TOP EDSON E1008809,PD,3040,U24101730,EA,1,V,0.01,ZER2,,E362SSAL
,90001958,1715,ACTUATOR PNEUMATIC BRETTING 33000092,PD,3040,U31251504,EA,1,V,0.01,ZER2,,E362SSAL
,90001962,1715,AIR CONDITIONER PFANNENBERG 13382344255,PD,3040,U40101701,EA,1,V,0.01,ZER2,,E362SSAL
,90001964,1715,AIR CONDITIONER PFANNENBERG 13385036255,PD,3040,U40101701,EA,1,V,0.01,ZER2,,E362SSAL
,90001966,1715,ARM LINK BRETTING 1140-231,PD,3040,U23153140,EA,1,V,0.01,ZER2,,E362SSAL
,90001969,1715,ARM LINK BRETTING 4046-297,PD,3040,U23153140,EA,1,V,0.01,ZER2,,E362SSAL
,90001970,1715,ARM LINK BRETTING 4046-299,PD,3040,U23153140,EA,1,V,0.01,ZER2,,E362SSAL
,90001971,1715,ARM LINK BRETTING 4656-97,PD,3040,U23153140,EA,1,V,0.01,ZER2,,E362SSAL
,90001981,1715,BEARING BALL BRETTING 01000025,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001982,1715,BEARING BALL BRETTING 01000027,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001983,1715,BEARING BALL BRETTING 01000028,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001984,1715,BEARING BALL BRETTING 01000248,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001985,1715,BEARING BALL BRETTING 01000521,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001986,1715,BEARING BALL BRETTING 01000531,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001987,1715,BEARING BALL BRETTING 01000641,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001988,1715,BEARING BALL INFINITY 511-0303 30MM,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001990,1715,BEARING BALL EDSON E1000319 0.75IN,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001993,1715,BEARING BALL EDSON E1001097,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001994,1715,BEARING BALL EDSON E1051868,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001995,1715,BEARING BALL INFINITY 511-3014 10MM 22MM,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001996,1715,BEARING BALL MCMASTER 6161T46 1.77IN,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90001999,1715,BEARING BALL SEALMASTER ER-205TMC 25MM,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90002002,1715,BEARING BALL SKF 3310A 50MM 110MM 44.4MM,PD,3040,U31171504,EA,1,V,0.01,ZER2,,E362SSAL
,90002005,1715,BEARING PILLOW BLOCK BRETTING 01020350,PD,3040,U31171511,EA,1,V,0.01,ZER2,,E362SSAL
,90002008,1715,BEARING PILLOW BLOCK EDSON E1000273,PD,3040,U31171511,EA,1,V,0.01,ZER2,,E362SSAL
,90002009,1715,BEARING PILLOW BLOCK EDSON E1000277,PD,3040,U31171511,EA,1,V,0.01,ZER2,,E362SSAL
,90002010,1715,BEARING PILLOW BLOCK EDSON E1006799,PD,3040,U31171511,EA,1,V,0.01,ZER2,,E362SSAL
,90002011,1715,BEARING PILLOW BLOCK IGUS ESTM-12 12MM,PD,3040,U31171511,EA,1,V,0.01,ZER2,,E362SSAL
,90002013,1715,LIMITER TORQUE BRETTING 4000478,PD,3040,U41114510,EA,1,V,0.01,ZER2,,E362SSAL
,90002014,1715,VALVE VACUUM BRETTING 1074-94,PD,3040,U40141643,EA,1,V,0.01,ZER2,,E362SSAL
,90002015,1715,FILTER ELECTRONIC BRETTING 17060745,PD,3040,U40161512,EA,1,V,0.01,ZER2,,E362SSAL
,90002016,1715,GUIDE BRETTING 2917-164,PD,3040,U23153038,EA,1,V,0.01,ZER2,,E362SSAL
,90002017,1715,VALVE VACUUM BRETTING 4939-192,PD,3040,U40141643,EA,1,V,0.01,ZER2,,E362SSAL
,90002018,1715,VALVE VACUUM BRETTING 4939-195,PD,3040,U40141643,EA,1,V,0.01,ZER2,,E362SSAL
,90002019,1715,FASTENER BRETTING 2000636,PD,3040,U24101718,EA,1,V,0.01,ZER2,,E362SSAL
,90002020,1715,SWITCH LEVEL BRETTING 41040012,PD,3040,U39121531,EA,1,V,0.01,ZER2,,E362SSAL
,90002021,1715,SWITCH LEVEL BRETTING 41040013,PD,3040,U39121531,EA,1,V,0.01,ZER2,,E362SSAL
,90002022,1715,ROLL MOTORIZED INFINITY 413-0505A,PD,3040,U24101723,EA,1,V,0.01,ZER2,,E362SSAL
,90002030,1715,BEARING SLEEVE BRETTING 35000031,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002031,1715,BEARING SLEEVE BRETTING 35000356,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002032,1715,BEARING SLEEVE BRETTING 35000433,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002033,1715,BEARING SLEEVE BRETTING 35020024,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002035,1715,BEARING SLEEVE BRETTING 4243-54,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002037,1715,BEARING SLEEVE BRETTING 4243-92,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002039,1715,BEARING SLEEVE BRETTING 5620-2,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002040,1715,BEARING SLEEVE BRETTING 5620-3,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002041,1715,BEARING SLEEVE EDSON E1000313 0.37IN,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002043,1715,BEARING SLEEVE EDSON E1000890,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002046,1715,BEARING SLEEVE OILITE AA-1512-16 1.252IN,PD,3040,U31171509,EA,1,V,0.01,ZER2,,E362SSAL
,90002052,1715,BEARING THRUST BRETTING 5949-7,PD,3040,U31171507,EA,1,V,0.01,ZER2,,E362SSAL
,90002054,1715,BEARING THRUST EDSON E1000321 0.75IN,PD,3040,U31171507,EA,1,V,0.01,ZER2,,E362SSAL
,90002061,1715,BELLOW EDSON E1001826,PD,3040,U23153142,EA,1,V,0.01,ZER2,,E362SSAL
,90002063,1715,BELT ROUND EDSON E1007559,PD,3040,U26111803,EA,1,V,0.01,ZER2,,E362SSAL
,90002064,1715,BELT FLAT EDSON E1013183,PD,3040,U26111804,EA,1,V,0.01,ZER2,,E362SSAL
,90002074,1715,BELT FLAT BRETTING 6429-6T017,PD,3040,U26111804,EA,1,V,0.01,ZER2,,E362SSAL
,90002082,1715,BELT TIMING BRETTING 02010805,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002083,1715,BELT TIMING BRETTING 02010857,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002085,1715,BELT TIMING BRETTING 02110437,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002086,1715,BELT TIMING BRETTING 02110575,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002093,1715,BELT TIMING CARLISLE 1610-14M-40 1610MM,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002096,1715,BELT TIMING CARLISLE 3600-8MGT20,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002097,1715,BELT TIMING CARLISLE 536-8M-20 536MM 67,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002104,1715,BEARING ROD END BRETTING 36011926,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002105,1715,BEARING ROD END EDSON E1000303,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002106,1715,BEARING ROD END EDSON E1000308,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002109,1715,BEARING ROD END INFINITY 516-0057 RH 6MM,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002110,1715,BEARING ROD END QA1 516-0059B RH 16MM,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002111,1715,BEARING ROD END QA1 516-0059C LH 16MM,PD,3040,U31171508,EA,1,V,0.01,ZER2,,E362SSAL
,90002120,1715,BLADE ANVIL BRETTING 45000107,PD,3040,U22101721,EA,1,V,0.01,ZER2,,E362SSAL
,90002124,1715,BLOCK CONTACT EDSON E1007338 20,PD,3040,U39121530,EA,1,V,0.01,ZER2,,E362SSAL
,90002129,1715,BRACKET BRETTING 36020022 CLEVIS,PD,3040,U31162500,EA,1,V,0.01,ZER2,,E362SSAL
,90002130,1715,BRACKET BRETTING 36060023 CLEVIS,PD,3040,U31162500,EA,1,V,0.01,ZER2,,E362SSAL
,90002133,1715,BRACKET EDSON E1000902 SWIVEL 32MM,PD,3040,U31162500,EA,1,V,0.01,ZER2,,E362SSAL
,90002134,1715,BRACKET EDSON E1001152 SWIVEL,PD,3040,U31162500,EA,1,V,0.01,ZER2,,E362SSAL
,90002141,1715,BRUSH BRETTING 6689-42,PD,3040,U27113000,EA,1,V,0.01,ZER2,,E362SSAL
,90002142,1715,BRUSH BRETTING 6689-91,PD,3040,U27113000,EA,1,V,0.01,ZER2,,E362SSAL
,90002143,1715,BUSHING BRETTING 2235-245,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002144,1715,BUSHING BRETTING 2235-246,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002145,1715,BUSHING BRETTING 2758-130,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002146,1715,BUSHING BRETTING 3055-45,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002147,1715,BUSHING BRETTING 3055-79,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002150,1715,BUSHING EDSON E1006516,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002151,1715,BUSHING EDSON E1059317,PD,3040,U31171603,EA,1,V,0.01,ZER2,,E362SSAL
,90002152,1715,BUSHING QD BRETTING 03000088 2.125IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002153,1715,BUSHING QD BRETTING 03000089 2.1875IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002154,1715,BUSHING QD BRETTING 03000121 1.25IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002155,1715,BUSHING QD BRETTING 03000122 1.4375MM,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002156,1715,BUSHING QD BRETTING 03000124 1.625IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002157,1715,BUSHING QD BRETTING 03000146 1.25IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002158,1715,BUSHING QD BRETTING 03000220 1IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002159,1715,BUSHING QD BRETTING 03000259 1.25IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002160,1715,BUSHING QD BRETTING 03000267 1IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002161,1715,BUSHING QD BRETTING 03000283 1.4375IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002162,1715,BUSHING QD BRETTING 03000348 2.9375IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002163,1715,BUSHING QD BRETTING 03000368 2.5IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002164,1715,BUSHING QD BRETTING 03000374 2.9375IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002165,1715,BUSHING QD BRETTING 03000382 0.875IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002166,1715,BUSHING QD BRETTING 03000387 1IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002167,1715,BUSHING QD BRETTING 03000429 0.875IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002168,1715,BUSHING QD BRETTING 03000448 0.875IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002169,1715,BUSHING QD BRETTING 03000462 1.125IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002170,1715,BUSHING QD BRETTING 03000559 1IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002171,1715,BUSHING QD BRETTING 03000660 38MM,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002172,1715,BUSHING QD BRETTING 03000696 28MM,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002173,1715,BUSHING QD BRETTING 03000708 32MM,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002174,1715,BUSHING QD BRETTING 03000832 3.25IN,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002175,1715,BUSHING QD BRETTING 1868-187,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002177,1715,BUSHING QD INFINITY 536-0066 22MM 6x6key,PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002178,1715,"BUSHING QD TB WOODS SDS-1 1/8""",PD,3040,U31163217,EA,1,V,0.01,ZER2,,E362SSAL
,90002181,1715,BUSHING TAPER LOCK BRETTING 03000018,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002182,1715,BUSHING TAPER LOCK BRETTING 03000019,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002183,1715,BUSHING TAPER LOCK BRETTING 03000210 1IN,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002184,1715,BUSHING TAPER LOCK BRETTING 03000309,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002185,1715,BUSHING TAPER LOCK BRETTING 03000372,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002186,1715,BUSHING TAPER LOCK BRETTING 03000455,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002187,1715,BUSHING TAPER LOCK BRETTING 03000569,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002188,1715,BUSHING TAPER LOCK BRETTING 03000640,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002189,1715,BUSHING TAPER LOCK BRETTING 03000677,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002190,1715,BUSHING TAPER LOCK BRETTING 03000712,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002191,1715,BUSHING TAPER LOCK BRETTING 03000786,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002192,1715,BUSHING TAPER LOCK BRETTING 03000798,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002195,1715,BELT TIMING EDSON E1009118,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002198,1715,BELT TIMING GATES 14MGT-994-37 994MM 71,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002199,1715,BELT TIMING GATES 2310-14MGT-40 2130MM,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002200,1715,BELT TIMING GATES 8MGT-1000-62 1000MM,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002201,1715,BELT TIMING GATES 8MGT-1120-62 1120MM,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002208,1715,BELT TIMING INFINITY 531-1120-3,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002210,1715,BELT TIMING MBL 1128-8MGT30,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002211,1715,BELT TIMING SIT CMS1120-8M20,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002212,1715,BELT TIMING SIT CMS1120-8M30,PD,3040,U26111802,EA,1,V,0.01,ZER2,,E362SSAL
,90002220,1715,CABLE ELECTRICAL FESTO PEV-1/4-WD-LED-24,PD,3040,U26121629,EA,1,V,0.01,ZER2,,E362SSAL
,90002221,1715,CABLE ELECTRICAL ROSS 720K77-W 24V 6MM,PD,3040,U26121629,EA,1,V,0.01,ZER2,,E362SSAL
,90002226,1715,CHAIN DRIVE EDSON E1006464 20.62IN,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002227,1715,CHAIN DRIVE EDSON E1008291,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002228,1715,CHAIN DRIVE HITACHI 40HMR50 40  40RIV,PD,3040,U26111505,FT,1,V,0.01,ZER2,,E362SSAL
,90002229,1715,CHAIN DRIVE HITACHI 50-RIVx33L+1CL,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002230,1715,CHAIN DRIVE HITACHI 50-RIVx35L+1CL,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002231,1715,CHAIN DRIVE HITACHI 50-RIVx49L+1CL,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002232,1715,CHAIN DRIVE INFINITY 533-1055A,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002233,1715,CHAIN DRIVE INFINITY 533-1055B,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002234,1715,CHAIN DRIVE INFINITY 533-6000A,PD,3040,U26111505,EA,1,V,0.01,ZER2,,E362SSAL
,90002235,1715,CHAIN ENERGY BRETTING 33002521,PD,3040,U39121201,EA,1,V,0.01,ZER2,,E362SSAL
,90002236,1715,CHAIN ENERGY EDSON E1000735 38.04IN,PD,3040,U39121201,EA,1,V,0.01,ZER2,,E362SSAL
,90002237,1715,CHAIN ENERGY EDSON E1001837,PD,3040,U39121201,EA,1,V,0.01,ZER2,,E362SSAL
,90002239,1715,CHAIN ENERGY EDSON E1056103 1196MM,PD,3040,U39121201,EA,1,V,0.01,ZER2,,E362SSAL
,90002240,1715,CHAIN ENERGY EDSON E1056115 PUSHER ELAM,PD,3040,U39121201,EA,1,V,0.01,ZER2,,E362SSAL
,90002241,1715,CHAIN MATTOP INFINITY 540-0009 35.9IN,PD,3040,U24101729,FT,1,V,0.01,ZER2,,E362SSAL
,90002242,1715,CHAIN MATTOP UNI 28LFPA6610-21.1 BROWN,PD,3040,U24101729,FT,1,V,0.01,ZER2,,E362SSAL
,90002243,1715,CHAIN TABLE TOP UNI LF882-TAB-750 BROWN,PD,3040,U24101730,FT,1,V,0.01,ZER2,,E362SSAL
,90002263,1715,COUPLING FLEX BRETTING 06000168,PD,3040,U31163001,EA,1,V,0.01,ZER2,,E362SSAL
,90002264,1715,COUPLING FLEX BRETTING 06000516,PD,3040,U31163001,EA,1,V,0.01,ZER2,,E362SSAL
,90002268,1715,COUPLING FLEX EDSON E1002594 0.37IN 12MM,PD,3040,U31163001,EA,1,V,0.01,ZER2,,E362SSAL
,90002269,1715,COUPLING FLEX INFINITY 537-0015,PD,3040,U31163001,EA,1,V,0.01,ZER2,,E362SSAL
,90002270,1715,COUPLING FLEX MARTIN 4016CHN,PD,3040,U31163001,EA,1,V,0.01,ZER2,,E362SSAL
,90002272,1715,COUPLING RIGID BRETTING 06000443 61MM,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002274,1715,COUPLING RIGID BRETTING 4829-44,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002275,1715,COUPLING RIGID BRETTING 4957-12,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002278,1715,COUPLING RIGID EDSON E1000285 0.75IN 1IN,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002279,1715,COUPLING RIGID EDSON E1000290 0.5IN,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002281,1715,COUPLING RIGID EDSON E1004466 0.5IN 12MM,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002282,1715,COUPLING RIGID EDSON E1007281 20MM 65MM,PD,3040,U31163009,EA,1,V,0.01,ZER2,,E362SSAL
,90002284,1715,BUSHING TAPER LOCK BRETTING 50020078,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002285,1715,BUSHING TAPER LOCK EDSON E1000306,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002286,1715,BUSHING TAPER LOCK EDSON E1001872 1IN,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002287,1715,BUSHING TAPER LOCK EDSON E1001882,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002288,1715,BUSHING TAPER LOCK INFINITY 536-0053A,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002289,1715,BUSHING TAPER LOCK INFINITY 536-0067A,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002290,1715,BUSHING TAPER LOCK INFINITY 536-0067B,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002291,1715,BUSHING TAPER LOCK INFINITY 536-0547,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002292,1715,BUSHING TAPER LOCK INFINITY 536-0548,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002293,1715,BUSHING TAPER LOCK INFINITY 536-1610,PD,3040,U31171606,EA,1,V,0.01,ZER2,,E362SSAL
,90002294,1715,CABLE ELECTRICAL INFINITY 610-0130,PD,3040,U26121629,EA,1,V,0.01,ZER2,,E362SSAL
,90002311,1715,CYLINDER PNEUMATIC BRETTING 36020233 4IN,PD,3040,U27131701,EA,1,V,0.01,ZER2,,E362SSAL
,90002317,1715,CYLINDER PNEUMATIC EDSON E1000899 32MM,PD,3040,U27131701,EA,1,V,0.01,ZER2,,E362SSAL
,90002328,1715,CYLINDER PNEUMATIC FESTO DSNU-63-25-PPV,PD,3040,U27131701,EA,1,V,0.01,ZER2,,E362SSAL
