"Material";"Plant";"Material Description";"HasStock";"DUPLICATE_REFERENCE";"MANUFACTURER/VENDOR";"PART_NUMBER";"M";"Utopia_OEMFlag";"Z011_NotOEM";"count(Characteristic Value)";"maximum(Criticality)";"count(BOM Usg)";"CLASS";"MFRPN";"MFRNR";"Class1";"Class2";"Fournisseur";"Priority"
90000203;1715;"CONTACTOR PCMC 106521";"true";;"PCMC";"106521";"PCMC";"NOT OEM";"TRUE";;0;3;;;;;;;12
90002557;1715;"LUBRICATOR EDSON E1002921";"true";;"EDSON";"E1002921";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001201;1715;"BELT TIMING PCMC 131678.555.0 8MM 30MM";"true";;"PCMC";"131678.555.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001149;1715;"BEARING SPHERICAL PCMC 150593.102.0 12MM";"true";;"PCMC";"150593.102.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001080;1715;"BEARING BUSHING PCMC 107786 10MM";"true";;"PCMC";"107786";"PCMC";"NOT OEM";"TRUE";0;2;3;;;;;;;14
90001219;1715;"BEARING LINEAR PCMC 30328045 20MM 30MM";"true";;"PCMC";"30328045";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90002180;1715;"BUSHING TAPER LOCK BRETTING 03000010";"true";;"BRETTING";"03000010";"BRETTING";"NOT OEM";"TRUE";;2;6;;;;;;;14
90000120;1715;"BRUSH PCMC 30543794";"true";;"PCMC";"30543794";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90001556;1715;"SEAL OIL PCMC 131093.220.0 3.62IN 2.25IN";"true";;"PCMC";"131093.220.0";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;12
90001967;1715;"ARM LINK BRETTING 3358-204";"true";;"BRETTING";"3358-204";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001562;1715;"SEAL OIL PCMC 131093.835.0 81MM 57MM";"true";;"PCMC";"131093.835.0";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;12
90002676;1715;"GUIDE BRETTING 4048-2504";"true";;"BRETTING";"4048-2504";"BRETTING";"NOT OEM";"TRUE";;4;2;;;;;;;16
90001206;1715;"BELT TIMING PCMC 153018.514.0 8MM";"true";;"PCMC";"153018.514.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001167;1715;"BELT INFINITY 192-5019";"true";;"INFINITY";"192-5019";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90000440;1715;"SEAL OIL PCMC 35367 7IN 125MM 100MM";"true";;"PCMC";"35367";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90000502;1715;"SPROCKET INFINITY 541-0002 1.25IN";"true";;"INFINITY";"541-0002";"INFINITY";"NOT OEM";"TRUE";0;2;34;;;;;;;14
90000501;1715;"SPROCKET INFINITY 541-0000 1.00IN";"true";;"INFINITY";"541-0000";"INFINITY";"NOT OEM";"TRUE";0;2;24;;;;;;;14
90000097;1715;"BELT TIMING PCMC 131678.520.0 8MM 30MM";"true";;"PCMC";"131678.520.0";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90001168;1715;"BELT INFINITY 192-5021";"true";;"INFINITY";"192-5021";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90002555;1715;"LUBRICATOR EDSON E1000924 SIZE 25";"true";;"EDSON";"E1000924";"EDSON";"NOT OEM";"TRUE";;2;2;;;;;;;14
90000433;1715;"SEAL OIL PCMC 131093.807.0 120MM";"true";;"PCMC";"131093.807.0";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90001205;1715;"BELT TIMING PCMC 153018.501.0 8MM";"true";;"PCMC";"153018.501.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000188;1715;"BELT TIMING INFINITY 531-1440A 1440MM";"true";"GRP-ED-214";"INFINITY";"531-1440A";"INFINITY";"NOT OEM";"TRUE";0;2;43;;;;;;;14
90000011;1715;"BEARING BALL PCMC 123359.001.0 25MM 52MM";"true";;"PCMC";"123359.001.0";"PCMC";"NOT OEM";"TRUE";0;4;3;;;;;;;16
90001555;1715;"SEAL OIL PCMC 131093.219.0 3.57IN 2.25IN";"true";;"PCMC";"131093.219.0";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;12
90001202;1715;"BELT TIMING PCMC 131678.825.0 5MM";"true";;"PCMC";"131678.825.0";"PCMC";"NOT OEM";"TRUE";0;4;1;;;;;;;12
90000087;1715;"BELT INFINITY 250-30HTD8M1584";"true";;"INFINITY";"250-30HTD8M1584";"INFINITY";"NOT OEM";"TRUE";;2;3;;;;;;;14
90000099;1715;"BELT TIMING PCMC 131678.530.0 8MM 30MM";"true";;"PCMC";"131678.530.0";"PCMC";"NOT OEM";"TRUE";0;4;1;;;;;;;12
90002196;1715;"BELT TIMING GATES 1280-8MGT-20";"true";;"GATES";"1280-8MGT-20";"GATES";"NOT OEM";"FALSE";;0;1;;;;;;;20
90002092;1715;"BELT TIMING CARLISLE 1440-8M-30 1440MM";"true";;"CARLISLE";"1440-8M-30";"CARLISLE";"NOT OEM";"FALSE";1;2;1;;;;;;;14
90002556;1715;"LUBRICATOR EDSON E1002733";"true";;"EDSON";"E1002733";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001224;1715;"BEARING ROD END INFINITY 516-0053 RH";"true";"GRP-PD-47";"INFINITY";"516-0053";"INFINITY";"NOT OEM";"TRUE";2;2;3;;;;;;;6
90001070;1715;"BEARING BALL PCMC 160005.006.1 30MM 62MM";"true";;"PCMC";"160005.006.1";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001165;1715;"BELT INFINITY 192-5017";"true";;"INFINITY";"192-5017";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90001942;1715;"GUIDE PANEL MULTIFOLD BRETTING 400-605";"true";;"BRETTING";"400-605";"BRETTING";"NOT OEM";"TRUE";;;;;;;;;;8
90001308;1715;"BRACKET PCMC 109751 CLEVIS 40MM";"true";;"PCMC";"109751";"PCMC";"NOT OEM";"TRUE";1;0;1;;;;;;;0
90000020;1715;"BEARING BALL PCMC 160025.016.1 1.00IN";"true";;"PCMC";"160025.016.1";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000127;1715;"BUSHING PCMC 100448 25MM";"true";;"PCMC";"100448";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90000500;1715;"SPROCKET INFINITY 540-0106 1.25IN";"true";;"INFINITY";"540-0106";"INFINITY";"NOT OEM";"TRUE";0;2;11;;;;;;;14
90000101;1715;"BELT TIMING PCMC 131678.540.0 8MM 800 PL";"true";;"PCMC";"131678.540.0";"PCMC";"NOT OEM";"TRUE";0;4;1;;;;;;;12
90001166;1715;"BELT INFINITY 192-5018";"true";;"INFINITY";"192-5018";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90001451;1715;"KIT BEARING PCMC 46589";"true";;"PCMC";"46589";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90001841;1715;"BEARING BALL SKF 6016-2RS 3.1496IN";"true";;"SKF";"6016-2RS";"SKF";"NOT OEM";"FALSE";0;4;6;;;;;;;28
90000439;1715;"SEAL OIL PCMC 30516481 80MM 60MM 10MM";"true";;"PCMC";"30516481";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000095;1715;"BELT TIMING PCMC 131678.516.0 8MM 30MM";"true";;"PCMC";"131678.516.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001233;1715;"BRAKE PAD PCMC 131149.101.0";"true";;"PCMC";"131149.101.0";"PCMC";"NOT OEM";"TRUE";;2;1;;;;;;;10
90000100;1715;"BELT TIMING PCMC 131678.537.0 8MM";"true";;"PCMC";"131678.537.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000469;1715;"SLIDER PCMC 30497710 BLOCK";"true";;"PCMC";"30497710";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90002193;1715;"BELT TIMING EDSON E1001906 8MM 21MM";"true";;"EDSON";"E1001906";"EDSON";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001125;1715;"BEARING ROD END INFINITY 516-0054 RH";"true";;"INFINITY";"516-0054";"INFINITY";"NOT OEM";"TRUE";2;2;2;;;;;;;6
90000093;1715;"BELT TIMING PCMC 131678.512.0 8MM 30MM";"true";;"PCMC";"131678.512.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90002027;1715;"BEARING SLEEVE BRETTING 3467-125";"true";;"BRETTING";"3467-125";"BRETTING";"NOT OEM";"TRUE";;2;4;;;;;;;14
90001324;1715;"COUPLING FLEX PCMC 30469743";"true";;"PCMC";"30469743";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90000778;1715;"GUIDE PCMC 30616344.002";"true";;"PCMC";"30616344.002";"PCMC";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001140;1715;"BEARING ROLLER PCMC 151197.001.0";"true";;"PCMC";"151197.001.0";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90002864;1715;"PIN BRETTING 2945-39";"true";;"BRETTING";"2945-39";"BRETTING";"NOT OEM";"TRUE";;2;4;;;;;;;14
90002666;1715;"GUIDE BRETTING 3761-240";"true";;"BRETTING";"3761-240";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;10
90000094;1715;"BELT TIMING PCMC 131678.514.0 8MM";"true";;"PCMC";"131678.514.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90003491;1715;"SPROCKET BALEMASTER 112A0001-03";"true";;"BALEMASTER";"112A0001-03";"BALEMASTER";"NOT OEM";"TRUE";;2;2;;;;;;;14
90002672;1715;"GUIDE BRETTING 4048-2456";"true";;"BRETTING";"4048-2456";"BRETTING";"NOT OEM";"TRUE";;4;2;;;;;;;16
90002205;1715;"BELT TIMING INFINITY 250-30HTD8M2608";"true";;"INFINITY";"250-30HTD8M2608";"INFINITY";"NOT OEM";"TRUE";;0;1;;;;;;;8
90000098;1715;"BELT TIMING PCMC 131678.521.0 8MM";"true";;"PCMC";"131678.521.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000190;1715;"COLLAR PCMC 120545 AIR PURGE COLLAR";"true";;"PCMC";"120545";"PCMC";"NOT OEM";"TRUE";;2;3;;;;;;;14
90000392;1715;"PULLEY TIMING PCMC 30531466 8MM 20MM";"true";;"PCMC";"30531466";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001145;1715;"BEARING ROLLER PCMC 160062.710.9 TPR";"true";;"PCMC";"160062.710.9";"PCMC";"NOT OEM";"TRUE";1;0;2;;;;;;;4
90000080;1715;"BEARING SPHERICAL PCMC 150593.103.0 20MM";"true";;"PCMC";"150593.103.0";"PCMC";"NOT OEM";"TRUE";0;2;7;;;;;;;14
90000067;1715;"BEARING ROLLER PCMC 151596.001.0 60MM";"true";;"PCMC";"151596.001.0";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90001139;1715;"BEARING ROD END PCMC 30552273 RH FEMALE";"true";;"PCMC";"30552273";"PCMC";"NOT OEM";"TRUE";2;0;1;;;;;;;0
90001069;1715;"BEARING BALL PCMC 160002.004.2 20MM 47MM";"true";;"PCMC";"160002.004.2";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90001560;1715;"SEAL OIL PCMC 131093.833.0 125MM 90MM";"true";;"PCMC";"131093.833.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001558;1715;"SEAL OIL PCMC 131093.230.0";"true";;"PCMC";"131093.230.0";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90001159;1715;"BELT INFINITY 192-1111 95mm X 400mm";"true";;"INFINITY";"192-1111";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90000039;1715;"BEARING FLANGED INFINITY 512-0003 1.0IN";"true";;"INFINITY";"512-0003";"INFINITY";"NOT OEM";"TRUE";0;2;42;;;;;;;14
90001013;1715;"BEARING ROD END PCMC 109191 RH MALE 10MM";"true";;"PCMC";"109191";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90001416;1715;"GUIDE PCMC 101587";"true";;"PCMC";"101587";"PCMC";"NOT OEM";"TRUE";;4;1;;;;;;;12
90000048;1715;"BEARING FLANGED PCMC 30507362 25MM";"true";;"PCMC";"30507362";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90001208;1715;"BELT TIMING PCMC 153845.012.0 8MM 21MM";"true";;"PCMC";"153845.012.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90000441;1715;"SEAL OIL PCMC 993101.222.0 160MM 125MM";"true";;"PCMC";"993101.222.0";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90001193;1715;"BELT TIMING INFINITY 531-4021 AT10";"false";;"INFINITY";"531-4021";"INFINITY";"NOT OEM";"TRUE";1;;;;;;;;;-8
90000128;1715;"BUSHING PCMC 152806.063.0 40MM SFM";"true";;"PCMC";"152806.063.0";"PCMC";"NOT OEM";"TRUE";0;4;3;;;;;;;16
90001561;1715;"SEAL OIL PCMC 131093.834.0 140MM 115MM";"true";;"PCMC";"131093.834.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001160;1715;"BELT INFINITY 192-1127 95mm X 1350mm Lg";"true";;"INFINITY";"192-1127";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90001217;1715;"BEARING LINEAR PCMC 140930.301.0 20MM";"true";;"PCMC";"140930.301.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001459;1715;"KIT PROTECT SLEEVE PCMC 30157357 REPAIR";"true";;"PCMC";"30157357";"PCMC";"NOT OEM";"TRUE";;0;1;;;;;;;8
90000077;1715;"BEARING ROLLER PCMC 30516469 50MM 110MM";"true";;"PCMC";"30516469";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000050;1715;"BEARING FLANGED PCMC 36131 25MM 2 BOLTS";"true";;"PCMC";"36131";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000022;1715;"BEARING BALL PCMC 160025.705.1 25MM";"true";;"PCMC";"160025.705.1";"PCMC";"NOT OEM";"TRUE";0;4;17;;;;;;;16
90000021;1715;"BEARING BALL PCMC 160025.704.1 20MM";"true";;"PCMC";"160025.704.1";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000057;1715;"BEARING PILLOW BLOCK INFINITY 515-0004";"true";;"INFINITY";"515-0004";"INFINITY";"NOT OEM";"TRUE";0;2;20;;;;;;;14
90000281;1715;"INSULATION SHEET PCMC 138101.001.0 0.5IN";"true";;"PCMC";"138101.001.0";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90002001;1715;"BEARING BALL SEALMASTER ERX-20R XLO";"true";;"SEALMASTER";"ERX-20R XLO";"SEALMASTER";"NOT OEM";"FALSE";0;2;10;;;;;;;26
90000506;1715;"STRIP WEAR PCMC 30540627";"true";;"PCMC";"30540627";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90001133;1715;"BEARING ROD END INFINITY 516-0060 FEMALE";"true";;"INFINITY";"516-0060";"INFINITY";"NOT OEM";"TRUE";1;2;1;;;;;;;2
90001115;1715;"BEARING FLANGED PCMC 30457830 2 BOLTS";"false";;"PCMC";"30457830";"PCMC";"NOT OEM";"TRUE";1;0;2;;;;;;;-4
90000103;1715;"LT TIMING PCMC 132908.062.0 8MM 20MM";"true";;"PCMC";"132908.062.0";"PCMC";"NOT OEM";"TRUE";0;2;3;;;;;;;14
90001632;1715;"SPROCKET INFINITY 109-9088";"true";;"INFINITY";"109-9088";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90000016;1715;"BEARING BALL PCMC 160005.010.2 50IN 90MM";"true";;"PCMC";"160005.010.2";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90002865;1715;"PIN BRETTING 2945-74";"true";;"BRETTING";"2945-74";"BRETTING";"NOT OEM";"TRUE";;2;2;;;;;;;14
90000438;1715;"SEAL OIL PCMC 30516182 110MM 80MM 12MM";"true";;"PCMC";"30516182";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90001933;1715;"SEAL BRETTING 7250-346";"true";;"BRETTING";"7250-346";"BRETTING";"NOT OEM";"TRUE";;4;4;;;;;;;16
90000023;1715;"BEARING BALL PCMC 160025.706.1 30MM";"true";;"PCMC";"160025.706.1";"PCMC";"NOT OEM";"TRUE";0;4;7;;;;;;;16
90001012;1715;"BEARING ROD END PCMC 36221 RH 20MM";"true";;"PCMC";"36221";"PCMC";"NOT OEM";"TRUE";;4;8;;;;;;;16
90001144;1715;"BEARING ROLLER PCMC 160062.509.9 TPR";"true";;"PCMC";"160062.509.9";"PCMC";"NOT OEM";"TRUE";1;0;2;;;;;;;4
90001098;1715;"BEARING CAM FOLLOWER PCMC 160096.012.2";"true";;"PCMC";"160096.012.2";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001883;1715;"BEARING FLANGED EDSON E1006520";"true";;"EDSON";"E1006520";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;10
90000040;1715;"BEARING FLANGED INFINITY 512-0007 1.25IN";"true";;"INFINITY";"512-0007";"INFINITY";"NOT OEM";"TRUE";0;2;42;;;;;;;14
90001207;1715;"BELT TIMING PCMC 153845.001.0 8MM 21MM";"true";;"PCMC";"153845.001.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90001448;1715;"KIT ADH SYS PCMC 112020 FLEX TUBE";"true";;"PCMC";"112020";"PCMC";"NOT OEM";"TRUE";;4;1;;;;;;;12
90001014;1715;"BEARING ROD END PCMC 109192 LH MALE 10MM";"true";;"PCMC";"109192";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90000376;1715;"GUIDE PCMC 30454940 CORE SUPPORT SPRING";"true";;"PCMC";"30454940";"PCMC";"NOT OEM";"TRUE";;2;1;;;;;;;10
90002067;1715;"BELT FLAT BRETTING 02000807 639IN 11IN";"true";;"BRETTING";"02000807";"BRETTING";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90000078;1715;"BEARING ROLLER PCMC 30516498 70MM 110MM";"true";;"PCMC";"30516498";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90002108;1715;"BEARING ROD END EDSON E1001857";"true";;"EDSON";"E1001857";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001073;1715;"BEARING BALL PCMC 160028.120.0 2EA 20MM";"true";;"PCMC";"160028.120.0";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000028;1715;"BEARING BALL PCMC 160028.130.0 30MM";"true";;"PCMC";"160028.130.0";"PCMC";"NOT OEM";"TRUE";0;4;5;;;;;;;16
90000224;1715;"CYLINDER PNEUMATIC PCMC 30511843 50MM";"true";;"PCMC";"30511843";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000024;1715;"BEARING BALL PCMC 160025.707.1 35MM";"true";;"PCMC";"160025.707.1";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90001506;1715;"PULLEY INFINITY 101-7013B 2.5IN 6.25IN";"true";;"INFINITY";"101-7013B";"INFINITY";"NOT OEM";"TRUE";0;0;4;;;;;;;12
90001169;1715;"BELT INFINITY 192-6199C";"true";;"INFINITY";"192-6199C";"INFINITY";"NOT OEM";"TRUE";;;;;;;;;;8
90001417;1715;"GUIDE PCMC 1041358.01";"true";;"PCMC";"1041358.01";"PCMC";"NOT OEM";"TRUE";;0;1;;;;;;;8
90001418;1715;"GUIDE PCMC 1041359.01";"true";;"PCMC";"1041359.01";"PCMC";"NOT OEM";"TRUE";;0;1;;;;;;;8
90002206;1715;"BELT TIMING INFINITY 250-30HTD8M4630";"true";;"INFINITY";"250-30HTD8M4630";"INFINITY";"NOT OEM";"TRUE";;0;1;;;;;;;8
90001123;1715;"BEARING LINEAR INFINITY 550-0006C";"true";;"INFINITY";"550-0006C";"INFINITY";"NOT OEM";"TRUE";;4;4;;;;;;;16
90001181;1715;"BELT TIMING INFINITY 531-3702";"true";;"INFINITY";"531-3702";"INFINITY";"NOT OEM";"TRUE";;0;1;;;;;;;8
90000430;1715;"SEAL OIL PCMC 114768.001.0 9.00IN 0.62IN";"true";;"PCMC";"114768.001.0";"PCMC";"NOT OEM";"TRUE";0;;;;;;;;;8
90000052;1715;"BEARING LINEAR PCMC 30081169 20MM 45MM";"true";;"PCMC";"30081169";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90000240;1715;"FILTER AIR PCMC 30729720";"false";;"PCMC";"30729720";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;4
90001143;1715;"BEARING ROLLER PCMC 160062.020.9 TPR";"true";;"PCMC";"160062.020.9";"PCMC";"NOT OEM";"TRUE";1;2;1;;;;;;;2
90000018;1715;"BEARING BALL PCMC 160010.012.2 60MM 95MM";"true";;"PCMC";"160010.012.2";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90000013;1715;"BEARING BALL PCMC 160001.101.2 12MM 32MM";"true";;"PCMC";"160001.101.2";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;12
90001036;1715;"ABSORBER SHOCK PCMC 30562";"true";;"PCMC";"30562";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90001458;1715;"KIT PROTECT BOOT PCMC 30363732";"true";;"PCMC";"30363732";"PCMC";"NOT OEM";"TRUE";;0;1;;;;;;;8
90000025;1715;"BEARING BALL PCMC 160025.708.1 40MM";"true";;"PCMC";"160025.708.1";"PCMC";"NOT OEM";"TRUE";0;4;15;;;;;;;16
90002207;1715;"BELT TIMING INFINITY 250-30HTD8M5520";"true";;"INFINITY";"250-30HTD8M5520";"INFINITY";"NOT OEM";"TRUE";;0;1;;;;;;;8
90000386;1715;"PULLEY INFINITY 103-0057 0.88' ID";"true";;"INFINITY";"103-0057";"INFINITY";"NOT OEM";"TRUE";;2;3;;;;;;;14
90001154;1715;"BELLOW PCMC 287695.501.0";"true";;"PCMC";"287695.501.0";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90001606;1715;"SHAFT PCMC 30170746 RIDER ROLL POSITION";"true";;"PCMC";"30170746";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;14
90002670;1715;"GUIDE BRETTING 400-716";"true";;"BRETTING";"400-716";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;10
90002671;1715;"GUIDE BRETTING 400-717";"true";;"BRETTING";"400-717";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;10
90001111;1715;"BEARING FLANGED PCMC 160832.205.2 25MM";"true";;"PCMC";"160832.205.2";"PCMC";"NOT OEM";"TRUE";1;2;4;;;;;;;6
90000466;1715;"SHAFT PCMC 30047329.325 20MM 325MM";"true";;"PCMC";"30047329.325";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90001180;1715;"BELT TIMING INFINITY 531-1800B";"true";;"INFINITY";"531-1800B";"INFINITY";"NOT OEM";"TRUE";;0;4;;;;;;;12
90001853;1715;"BEARING CAM FOLLOWER BRETTING 01070175";"true";;"BRETTING";"01070175";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;10
90002202;1715;"BELT TIMING GATES 8MGT-1200-62 1200MM";"true";;"GATES";"8MGT-1200-62";"GATES";"NOT OEM";"FALSE";1;2;1;;;;;;;14
90002148;1715;"BUSHING EDSON E1000438";"true";;"EDSON";"E1000438";"EDSON";"NOT OEM";"TRUE";;2;3;;;;;;;14
90001203;1715;"BELT TIMING PCMC 132908.024.0 8MM 20MM";"true";;"PCMC";"132908.024.0";"PCMC";"NOT OEM";"TRUE";0;0;1;;;;;;;8
90000102;1715;"BELT TIMING PCMC 132908.039.0 8MM 20MM";"true";;"PCMC";"132908.039.0";"PCMC";"NOT OEM";"TRUE";0;2;9;;;;;;;14
90001350;1715;"CYLINDER PNEUMATIC PCMC 30138590 50MM";"true";;"PCMC";"30138590";"PCMC";"NOT OEM";"TRUE";0;2;3;;;;;;;14
90001854;1715;"BEARING CAM FOLLOWER BRETTING 5855-108";"true";;"BRETTING";"5855-108";"BRETTING";"NOT OEM";"TRUE";;4;2;;;;;;;16
90000026;1715;"BEARING BALL PCMC 160025.709.1 45MM";"true";;"PCMC";"160025.709.1";"PCMC";"NOT OEM";"TRUE";0;4;3;;;;;;;16
90000504;1715;"SPROCKET PCMC 30544005 12.7MM 30MM 18 T";"true";;"PCMC";"30544005";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90001900;1715;"BEARING FLANGED SEALMASTER SF-23T 2 BOLT";"true";;"SEALMASTER";"SF-23T";"SEALMASTER";"NOT OEM";"FALSE";1;2;1;;;;;;;14
90000321;1715;"KIT TIMING BELT PCMC 30671658 LINEAR ACT";"true";;"PCMC";"30671658";"PCMC";"NOT OEM";"TRUE";;2;1;;;;;;;10
90000387;1715;"PULLEY INFINITY 103-0059";"true";;"INFINITY";"103-0059";"INFINITY";"NOT OEM";"TRUE";;2;3;;;;;;;14
90001977;1715;"ARM LINK BRETTING 7147-120";"true";;"BRETTING";"7147-120";"BRETTING";"NOT OEM";"TRUE";;2;2;;;;;;;14
90002935;1715;"PULLEY TIMING BRETTING 46000964";"true";;"BRETTING";"46000964";"BRETTING";"NOT OEM";"TRUE";;2;2;;;;;;;14
90001142;1715;"BEARING ROLLER PCMC 160062.019.9 TPR";"true";;"PCMC";"160062.019.9";"PCMC";"NOT OEM";"TRUE";1;2;1;;;;;;;2
90000208;1715;"CORE PLUG PCMC 30099019.060 60MM";"true";;"PCMC";"30099019.060";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000017;1715;"BEARING BALL PCMC 160006.012.2 190MM";"true";;"PCMC";"160006.012.2";"PCMC";"NOT OEM";"TRUE";0;4;8;;;;;;;16
90001220;1715;"BEARING LINEAR PCMC 94445 20MM HG";"true";;"PCMC";"94445";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;12
90000036;1715;"BEARING BALL PCMC 36133 35MM";"true";;"PCMC";"36133";"PCMC";"NOT OEM";"TRUE";0;2;3;;;;;;;14
90000055;1715;"BEARING LINEAR PCMC 30510757 30MM 50MM";"true";;"PCMC";"30510757";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;16
90003143;1715;"STRIP WEAR PCMC 30562308";"true";;"PCMC";"30562308";"PCMC";"NOT OEM";"TRUE";;2;1;;;;;;;10
90000207;1715;"CORE PLUG PCMC 30099019.051 51MM";"true";;"PCMC";"30099019.051";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000210;1715;"CORE PLUG PCMC 30099019.085 85MM";"true";;"PCMC";"30099019.085";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;10
90000019;1715;"BEARING BALL PCMC 160010.014.2 70MM";"true";;"PCMC";"160010.014.2";"PCMC";"NOT OEM";"TRUE";0;4;1;;;;;;;12
90001349;1715;"CYLINDER PNEUMATIC PCMC 30048658 32MM";"true";;"PCMC";"30048658";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
90001564;1715;"SEAL OIL PCMC 287698.856.0";"true";;"PCMC";"287698.856.0";"PCMC";"NOT OEM";"TRUE";;0;2;;;;;;;12
90000029;1715;"BEARING BALL PCMC 160028.140.0 40MM";"true";;"PCMC";"160028.140.0";"PCMC";"NOT OEM";"TRUE";0;2;4;;;;;;;14
