"Material";"Plant";"Material Description";"HasStock";"DUPLICATE_REFERENCE";"MANUFACTURER/VENDOR";"PART_NUMBER";"M";"Utopia_OEMFlag";"Z011_NotOEM";"count(Characteristic Value)";"maximum(Criticality)";"count(BOM Usg)";"CLASS";"MFRPN";"MFRNR";"Class1";"Class2";"Fournisseur";"Priority"
90012484;3411;"SWITCH DISCONNECT 30A 2P NEMA1";"false";;;;;;;;;;"?";"HBL1372D";"HUBBELL";" APPAREILS DE FILERIE";" COMMERCIAL";"LUMEN";0
90012485;3411;"SWITCH DISCONNECT 30A 600V 3P NEMA3R ALU";"false";;;;;;;;;;"?";"HBL13R89D";"HUBBELL";" APPAREILS DE FILERIE";" COMMERCIAL";"LUMEN";0
90012486;3411;"SWITCH DISCONNECT 30A 600V 3P NEMA3R PLY";"false";;;;;;;;;;"?";"N3303-DS";"LEVITON";" APPAREILS DE FILERIE";" INDUSTRIEL";"LUMEN";0
90012487;3411;"SWT MOTOR STR 30A 600V 3P";"false";;;;;;;;;;"?";"HBL7810BW";"HUBBELL";"SWITCHES & RELAYS";"SWITCHES";"LUMEN";0
90012489;3411;"RELAY ELECTROMECH OUTP SPDT 24V AC/DC";"false";;;;;;;;;;"?";"700HLT1U24";"ROCKWELL";"SWITCHES & RELAYS";"RELAYS";"LUMEN";0
90012490;3411;"CLAMP PIPE 1 / 2IN RAIL";"false";;;;;;;;;;"?";"701-088PG";"T&B";" ACCES. CONDUIT & CONN.";" RACCORD SUPERSTRUT";"LUMEN";0
90012491;3411;"CLAMP PIPE 1-1 / 2IN RAIL";"false";;;;;;;;;;"?";"701-180PG";"T&B";" ACCES. CONDUIT & CONN.";" RACCORD SUPERSTRUT";"LUMEN";0
90012492;3411;"CLAMP PIPE 1PO RAIL";"false";;;;;;;;;;"?";"701-140PG";"T&B";" ACCES. CONDUIT & CONN.";" RACCORD SUPERSTRUT";"LUMEN";0
90012493;3411;"DRILL BIT 1/16 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01A004";"Walter";"?";"?";"EIJ";0
90012494;3411;"DRILL BIT 5/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 005";"Walter";"?";"?";"EIJ";0
90012495;3411;"DRILL BIT 3/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 006";"Walter";"?";"?";"EIJ";0
90012496;3411;"DRILL BIT 7/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 007";"Walter";"?";"?";"EIJ";0
90012497;3411;"DRILL BIT 1/8 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 008";"Walter";"?";"?";"EIJ";0
90012498;3411;"DRILL BIT 9/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 009";"Walter";"?";"?";"EIJ";0
90012499;3411;"DRILL BIT 5/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 010";"Walter";"?";"?";"EIJ";0
90012500;3411;"DRILL BIT 11/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 011";"Walter";"?";"?";"EIJ";0
90012501;3411;"DRILL BIT 3/16 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 012";"Walter";"?";"?";"EIJ";0
90012502;3411;"DRILL BIT 13/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 013";"Walter";"?";"?";"EIJ";0
90012503;3411;"DRILL BIT 7/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 014";"Walter";"?";"?";"EIJ";0
90012504;3411;"DRILL BIT 15/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 015";"Walter";"?";"?";"EIJ";0
90012505;3411;"DRILL BIT 1/4 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 016";"Walter";"?";"?";"EIJ";0
90012506;3411;"DRILL BIT 17/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 017";"Walter";"?";"?";"EIJ";0
90012507;3411;"DRILL BIT 9/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 018";"Walter";"?";"?";"EIJ";0
90012508;3411;"DRILL BIT 19/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 019";"Walter";"?";"?";"EIJ";0
90012509;3411;"DRILL BIT 5/16 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 020";"Walter";"?";"?";"EIJ";0
90012510;3411;"DRILL BIT 21/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 021";"Walter";"?";"?";"EIJ";0
90012511;3411;"DRILL BIT 11/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 022";"Walter";"?";"?";"EIJ";0
90012512;3411;"DRILL BIT 23/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 023";"Walter";"?";"?";"EIJ";0
90012513;3411;"DRILL BIT 3/8 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 024";"Walter";"?";"?";"EIJ";0
90012514;3411;"DRILL BIT 25/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 025";"Walter";"?";"?";"EIJ";0
90012515;3411;"DRILL BIT 13/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 026";"Walter";"?";"?";"EIJ";0
90012516;3411;"DRILL BIT 27/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 027";"Walter";"?";"?";"EIJ";0
90012517;3411;"DRILL BIT 7/16 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 028";"Walter";"?";"?";"EIJ";0
90012518;3411;"DRILL BIT 29/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 029";"Walter";"?";"?";"EIJ";0
90012519;3411;"DRILL BIT 15/32 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 030";"Walter";"?";"?";"EIJ";0
90012520;3411;"DRILL BIT 31/64 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 031";"Walter";"?";"?";"EIJ";0
90012521;3411;"DRILL BIT 1/2 SPEEDST 3FLATS";"false";;;;;;;;;;"?";"01-A 032";"Walter";"?";"?";"EIJ";0
90012522;3411;"TAP 6-32UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03A561";"Walter";"?";"?";"EIJ";0
90012523;3411;"TAP 8-32UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03A581";"Walter";"?";"?";"EIJ";0
90012524;3411;"TAP 1/4-20UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B541";"Walter";"?";"?";"EIJ";0
90012525;3411;"TAP 5/16-18UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B551";"Walter";"?";"?";"EIJ";0
90012526;3411;"TAP 3/8-16UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B561";"Walter";"?";"?";"EIJ";0
90012527;3411;"TAP 7/16-14UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B571";"Walter";"?";"?";"EIJ";0
90012528;3411;"TAP 1/2-13UNC SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B581";"Walter";"?";"?";"EIJ";0
90012529;3411;"TAP 10-32UNF SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03A604";"Walter";"?";"?";"EIJ";0
90012530;3411;"TAP 1/4-28UNF SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B544";"Walter";"?";"?";"EIJ";0
90012531;3411;"TAP 3/8-24UNF SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B564";"Walter";"?";"?";"EIJ";0
90012532;3411;"TAP 1/2-20UNF SPEEDST 3FLATS";"false";;;;;;;;;;"?";"03B584";"Walter";"?";"?";"EIJ";0
90012533;3411;"ABRASIVE DISC CONDITIONING 4.5IN CORSE";"false";;;;;;;;;;"?";"07R452";"Walter";"?";"?";"EIJ";0
90012534;3411;"ABRASIVE DISC CONDITIONING 4.5IN MEDIUM";"false";;;;;;;;;;"?";"07R453";"Walter";"?";"?";"EIJ";0
90012535;3411;"ABRASIVE DISC CONDITIONING 4.5IN FINE";"false";;;;;;;;;;"?";"07R454";"Walter";"?";"?";"EIJ";0
90012536;3411;"ABRASIVE DISC SANDING 5IN 24";"false";;;;;;;;;;"?";"15C502";"Walter";"?";"?";"EIJ";0
90012537;3411;"ABRASIVE DISC BACKING PAD 5IN 5/8";"false";;;;;;;;;;"?";"15D054";"Walter";"?";"?";"EIJ";0
90012538;3411;"ABRASIVE DISC SANDING 5IN 50";"false";;;;;;;;;;"?";"15C505";"Walter";"?";"?";"EIJ";0
90012539;3411;"GRINDING WHEEL CUTOFF 5X.047X.875IN";"false";;;;;;;;;;"?";"11T052";"Walter";"?";"?";"EIJ";0
90012540;3411;"GRINDING WHEEL 5X0.25IN A-24-HPS SPIN-ON";"false";;;;;;;;;;"?";"08B500";"Walter";"?";"?";"EIJ";0
90012541;3411;"ABRASIVE DISC SANDING 2IN 36";"false";;;;;;;;;;"?";"04D203";"walter";"?";"?";"EIJ";0
90012542;3411;"ABRASIVE DISC SANDING 2IN 50";"false";;;;;;;;;;"?";"04D205";"walter";"?";"?";"EIJ";0
90012543;3411;"ABRASIVE DISC SANDING 2IN 120";"false";;;;;;;;;;"?";"04D212";"walter";"?";"?";"EIJ";0
90012544;3411;"ABRASIVE DISC CONDITIONING 2IN MEDIUM";"false";;;;;;;;;;"?";"04G203";"walter";"?";"?";"EIJ";0
90012545;3411;"ABRASIVE DISC CONDITIONING 2IN S-FINE";"false";;;;;;;;;;"?";"04G205";"walter";"?";"?";"EIJ";0
90012546;3411;"WIRE BRUSH WHEEL 2.75X0.375IN TWSTKNT";"false";;;;;;;;;;"?";"13C130";"Walter";"?";"?";"EIJ";0
90012547;3411;"WIRE BRUSH WHEEL 5IN TWSTKNT SAUCERCUP";"false";;;;;;;;;;"?";"13H504";"Walter";"?";"?";"EIJ";0
90012548;3411;"GRINDING WHEEL 5IN A60COMBOZIP 0.875IN";"false";;;;;;;;;;"?";"11T852";"Walter";"?";"?";"EIJ";0
90012549;3411;"WIRE BRUSH WHEEL 5IN TWSTKNT CUP 0.625IN";"false";;;;;;;;;;"?";"13G504";"Walter";"?";"?";"EIJ";0
90012550;3411;"WIRE BRUSH WHEEL 4IN TWSTKNT CUP 0.625IN";"false";;;;;;;;;;"?";"13G404";"Walter";"?";"?";"EIJ";0
90012551;3411;"GRINDING WHEEL 5IN A24 0.125IN TYPE-27";"false";;;;;;;;;;"?";"08C507";"Walter";"?";"?";"EIJ";0
90012552;3411;"GRINDING WHEEL CUTOFF 5X1/32X3/8IN TYPE1";"false";;;;;;;;;;"?";"11L303";"Walter";"?";"?";"EIJ";0
90012553;3411;"CARTRIDGE FILTER HYDR 40 MIC 10MF40SA";"false";"GRP-PD-17";;"10MF40SA";;;;;;;"?";"924448";"PARKER";"?";"?";"WAJAX";0
90012554;3411;"CARTRIDGE FILTER HYDR 10 MIC 10MF40SA";"false";"GRP-PD-17";;"10MF40SA";;;;;;;"?";"924450";"PARKER";"?";"?";"WAJAX";0
90012555;3411;"VALVE FLOW CONTROL 0.125IN RIGHT ANGLE";"false";;;;;;;;;;"?";"32510125";"Parker";"?";"?";"WAINBEE";0
90012556;3411;"VALVE FLOW CONTROL 0.25IN RIGHT ANGLE";"false";;;;;;;;;;"?";"32510250";"Parker";"?";"?";"WAINBEE";0
90012557;3411;"VALVE CONTROL FLOW 0.375IN RIGHT ANGLE";"false";;;;;;;;;;"?";"32510375";"Parker";"?";"?";"WAINBEE";0
90012558;3411;"VALVE CONTRÔLE DEBIT 0.5PO ANGLE DROIT";"false";;;;;;;;;;"?";"32510500";"Parker";"?";"?";"WAINBEE";0
90012559;3411;"KIT VALVE PARKER-OR URETHANE";"false";;"PARKER";;"PARKER";"NOT OEM";"FALSE";;;;;;;;;;12
90012560;3411;"KIT VALVE REPAIR PARKER 033408000";"false";"GRP-PD-6";"PARKER";"033408000";"PARKER";"NOT OEM";"FALSE";;;;;;;;;;12
90012561;3411;"MUFFLER CTRL FLOW 0.25IN NPT 250PSI";"false";;;;;;;;;;;;;;;;0
90012562;3411;"MUFFLER CTRL FLOW 0.375IN NPT 250PSI";"false";;;;;;;;;;"?";"045060060";"PARKER";"?";"?";"WAINBEE";0
90012563;3411;"MUFFLER CTRL FLOW 0.5IN NPT 250PSI";"false";;;;;;;;;;"?";"045080080";"PARKER";"?";"?";"WAINBEE";0
90012564;3411;"VALVE CTRL MAN LEVER 3WAY 0.25IN NPT";"false";;;;;;;;;;"?";"524431000";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012565;3411;"VALVE CTRL MAN BTN 3 WAY 0.25IN NPT";"false";;;;;;;;;;"?";"524831000";"PARKER";"pneumatic valve";"pneumatic valve mechanical";"WAJAX";0
90012566;3411;"NIPPLE HOSE BARB 1/4";"false";;;;;;;;;;"?";"122HBL4";"parker";"?";"?";"WAINBEE";0
90012567;3411;"ADAPT 1/4 HOSE BARB 1/8 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-4-2";"parker";"?";"?";"WAINBEE";0
90012568;3411;"KIT CYLINDER PARKER-LP 4-1";"false";;"PARKER";"LP 4-1";"PARKER";"NOT OEM";"FALSE";;;;"?";"SKS40LP101";"PARKER";"?";"?";"WAINBEE";12
90012569;3411;"ACTUATOR 4MA 250PSI 3.25IN";"false";;;;;;;;;;"?";"03.25BB4MAU14A2.00";"PARKER";"?";"?";"WAINBEE";0
90012570;3411;"FILTER AIR 40MIC 54SCFM 025IN NPT 05R";"false";;;;;;;;;;"?";"05F12AA";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";0
90012571;3411;"REGULATOR PNEUM 0.25IN 250PSI 30CFM";"false";;;;;;;;;;"?";"05R113AD";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012572;3411;"FILTER AIR 40MIC 80SCFM 0.375IN NPT 06F";"false";;;;;;;;;;"?";"06F22AC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012573;3411;"REGULATOR PNEUM 0.375IN 250PSI 60CFM";"false";;;;;;;;;;"?";"06R213AC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012574;3411;"FILTRE PNEUMATIQUE 5MIC 130SCFM 0.5IN";"false";;;;;;;;;;"?";"07F32BC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012575;3411;"REGULATOR PNEUM 0.5IN 250PSI 90CFM";"false";;;;;;;;;;"?";"07R313AC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012576;3411;"VALVE QUICK EXAUST URETHANE 0.25IN NPTF";"false";;;;;;;;;;"?";"0R25B";"PARKER";"valve";"block assembly";"WAJAX";0
90012577;3411;"VALVE QUICK EXAUST URETHANE 0.5IN NPTF";"false";;;;;;;;;;"?";"0R50B";"Parker";"?";"?";"WAINBEE";0
90012578;3411;"CARTRIDGE FILTER PNEU 1MIC 21.5X9.5IN";"false";;;;;;;;;;"?";"10C15-095X2";"PARKER";"?";"?";"WAJAX";0
90012579;3411;"NIPPLE HOSE BARB 3/8";"false";;;;;;;;;;"?";"122HBL6";"parker";"?";"?";"WAINBEE";0
90012580;3411;"NIPPLE HOSE BARB 1/2";"false";;;;;;;;;;"?";"122HBL-8-8";"PARKER";"?";"?";"WAINBEE";0
90012581;3411;"ADAPT 3/4 HOSE BARB 1/2 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-12-8";"PARKER";"?";"?";"WAINBEE";0
90012582;3411;"ADAPT 1/4 HOSE BARB 1/4 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-4-4";"parker";"?";"?";"WAINBEE";0
90012583;3411;"TERM BLOCK END SNAPON FEM8S GRAY";"false";;;"FEM8S";;;;;;;"?";"011695115";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012584;3411;"FUSE HOLDER LED M4/8 SF 600V 10A GRAY";"false";;;;;;;;;;"?";"011565725";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012585;3411;"TERM BLOCK DIN M4/6.P 12AWG SCREWCLAMP";"false";;"ABB";"M4/6.P";"ABB";"NOT OEM";;;;;"?";"016511316";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012586;3411;"TERM BLOCK JUMPER BAR 10P BJM6 32A 4MM";"false";;"ABB";"BJM6";"ABB";"NOT OEM";;;;;"?";"016897307";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012587;3411;"TERM BLOCK END SNAPON FEM6 GRAY";"false";;;"FEM6";;;;;;;"?";"011836816";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012588;3411;"TERM BLOCK END BAM2 10MM GRAY CLAMP";"false";;"ABB";"BAM2";"ABB";"NOT OEM";;;;;"?";"020635116";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012589;3411;"TERM BLOCK FT M6/8 22AWG 50A SCRW";"false";;"ABB";"M6/8";"ABB";"NOT OEM";;;;;"?";"011511811";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012590;3411;"TERM BLOCK JUMPER BAR 10P BJM8 32A 6MM";"false";;"ABB";"BJM8";"ABB";"NOT OEM";;;;;"?";"16897400";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012592;3411;"TERM BLOCK FT DD M4/6.D2 18AWG 50A SCRW";"false";;"ABB";"M4/6.D2";"ABB";"NOT OEM";;;;;"?";"11527122";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012593;3411;"TERM BLOCK END SNAPON FEM6D GRAY";"false";;;"FEM6D";;;;;;;"?";"11849923";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012594;3411;"FUSE HOLDER LED ML10/13 SFD 600V 25A BLK";"false";;;;;;;;;;"?";"19916626";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012595;3411;"FUSE HOLDER LED ML10/13 SFL 600V 25A BLK";"false";;;;;;;;;;"?";"19916800";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012596;3411;"TERM BLOCK END SNAPON FEM13U BLACK";"false";;;"FEM13U";;;;;;;"?";"19963524";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012597;3411;"RELAY SOCKET PLC-BSC 24VDC 6.2MM LED";"false";;"PHOENIX CONTACT";"PLC-BSC 24VDC";"PHOENIX CONTACT";"NOT OEM";"FALSE";;;;"?";"2966016";"Phoenix Contact";"?";"?";"CONTR�LES JAD";12
90012598;3411;"CIRCUIT BREAKER BR 15A 120/240V 1P";"false";;;;;;;;;;"?";"BR1515";"Eaton";"?";"?";"LUMEN";0
90012599;3411;"TRANSFO 500VA 240/480/600-120/100V";"false";;;;;;;;;;"?";"tb-81005";"acme ";"?";"?";"LUMEN";0
90012600;3411;"TRANSFO 1KVA 600V 120/240V";"false";;;;;;;;;;"?";" 	T253110S";"acme ";"?";"?";"LUMEN";0
90012601;3411;"TRANSFO 50VA 600V 120V";"false";;;;;;;;;;"?";"EE9J";"Hammond Power Solutions";"?";"?";"LUMEN";0
90012602;3411;"TRANSFO REACTOR 3PH 480V 29.75A 50µH";"false";;;;;;;;;;"?";"C0352378";"Rex manufacturind";"?";"?";"LUMEN";0
90012603;3411;"TRANSFO 30VA P120S24V";"false";;;;;;;;;;"?";"78H55";"Lennox";"?";"?";"LUMEN";0
90012604;3411;"LAMP NEON T3-0.25IN BA9S";"false";;;;;;;;;;"?";"B2A";"JKL Components";"?";"?";"LUMEN";0
90012605;3411;"RELAY SOCKET 5A 250VAC DIN SCREW 8PIN";"false";;;;;;;;;;"?";"P2RF-08-E";"omron";"?";"?";"WESTBURNE";0
90012606;3411;"RELAY POWER 3PDT 24VDC 10A SCK NL MJN";"false";;;;;;;;;;"?";"MJN3C-DC24";"omron";"?";"?";"WESTBURNE";0
90012607;3411;"RELAY SOCKET 250VAC 10A DIN SCREW MKS 11";"false";;"OMRON";"MKS 11";"OMRON";"NOT OEM";"FALSE";;;;"?";"PF113A-E";"omron";"?";"?";"WESTBURNE";12
90012608;3411;"RELAY SOCKET 250VAC 10A DIN SCREW MKS 8";"false";;"OMRON";"MKS 8";"OMRON";"NOT OEM";"FALSE";;;;"?";"PF083A-E";"omron";"?";"?";"WESTBURNE";12
90012609;3411;"RELAY SOCKET 600VAC 30A DIN SCREW 11";"false";;;;;;;;;;"?";"PTF11PC";"omron";"?";"?";"WESTBURNE";0
90012610;3411;"TIMER DIN SPDT MULTIFUNCTION 24VAC/DC";"false";;;;;;;;;;"?";"DMB51CM24";"Carlo gavazzi";"?";"?";"LUMEN";0
90012611;3411;"TIMER DIN DPDT MULTIFUNCTION 24VAC/DC";"false";;;;;;;;;;"?";"DMB71DM24";"Carlo gavazzi";"?";"?";"LUMEN";0
90012612;3411;"SWT LIMIT HEAD LEVER SPRING SIDE ZCKY";"false";;"SCHNEIDER ELECTRIC";"ZCKY";"SCHNEIDER ELECTRIC";"NOT OEM";"FALSE";;;;"?";"ZCKY81";"OsiSense XC";"?";"?";"LUMEN";12
90012613;3411;"SWT LIMIT HEAD LEVER ROLLER SIDE ZCKD";"false";;"SCHNEIDER ELECTRIC";"ZCKD";"SCHNEIDER ELECTRIC";"NOT OEM";"FALSE";;;;"?";"ZCK D15";"OsiSense XC";"?";"?";"LUMEN";12
90012614;3411;"SWT LIMIT BODY 1NC1NO 0.5NPT ZCKL";"false";;"SCHNEIDER ELECTRIC";"ZCKL";"SCHNEIDER ELECTRIC";"NOT OEM";"FALSE";;;;"?";"ZCKL1H7";"OsiSense XC";"?";"?";"LUMEN";12
90012615;3411;"FUSE BLOCK 100A 600V T 2P";"false";;;;;;;;;;"?";"61032T";"Ferraz Shawmut";"?";"?";"LUMEN";0
90012616;3411;"SENSOR PHOTOELEC 100MM PNP FF 10-30VDC";"false";;;;;;;;;;"?";"S18SP6FF100Q";"Banner";"?";"?";"LUMEN";0
90012617;3411;"SENSOR PHOTOELEC RREFLECT M8 0.1-4M";"false";;;;;;;;;;"?";"E3Z-R66";"omron";"?";"?";"WESTBURNE";0
90012618;3411;"RELAY SOLIDSTATE 50A 660VAC SPST-NO PS";"false";;;;;;;;;;"?";"RSSAN-50A";"IDEC";"?";"?";"LUMEN";0
90012619;3411;"SWT LIMIT ROLLER LEVER SIDE 5.59N";"false";;;;;;;;;;"?";"ZE-QA2-2S";"omron";"?";"?";"WESTBURNE";0
90012620;3411;"SWT LIMIT TOP PLUNGER SPDT 17.65N";"false";;;;;;;;;;"?";"D4A-1109-N";"omron";"?";"?";"WESTBURNE";0
90012621;3411;"SENSOR PHOTOELEC DIFFUSE 1.8M 4PIN MINI";"false";;;;;;;;;;"?";"Q45BB6DLQ";"Banner";"?";"?";"LUMEN";0
90012622;3411;"SENSOR ULTSND 0.5-1M 15-30VDC 0.5-14NPT";"false";;;;;;;;;;"?";"RU100-CP40-LIUX";"Turck";"?";"?";"LUMEN";0
90012623;3411;"SWT LIMIT ROD SPRING SPDT 1.47N";"false";;;;;;;;;;"?";"D4A-1116N";"omron";"?";"?";"WESTBURNE";0
90012624;3411;"SENSOR PROX INDUCT M18 7MM DC 2W";"false";;;;;;;;;;"?";"E2E-X7D1-N";"omron";"?";"?";"WESTBURNE";0
90012625;3411;"SENSOR PROX INDUCT M18 5MM DC 3W";"false";;;;;;;;;;"?";"E2E-X5E1-M1";"omron";"?";"?";"WESTBURNE";0
90012626;3411;"SENSOR PROX INDUCT M12 5MM DC 2W";"false";;;;;;;;;;"?";"E2E-X5MY1-M4";"omron";"?";"?";"WESTBURNE";0
90012627;3411;"SENSOR PHOTO DIFFUSE REFLECT 200MM LED";"false";;;;;;;;;;"?";"E3S-CL1";"omron";"?";"?";"WESTBURNE";0
90012628;3411;"SENSOR PROX INDUCT M18 10MM DC 2W";"false";;;;;;;;;;"?";"E2E-X10MY1-US";"omron";"?";"?";"WESTBURNE";0
90012629;3411;"POWER SUPPLY 7.5W 5VDC 1OUT DIN";"false";;;;;;;;;;"?";"S82K-00705";"omron";"?";"?";"WESTBURNE";0
90012630;3411;"CONTACTOR 9A 690V 3PST-NO 3P";"false";;;;;;;;;;"?";"XTCE009B10A";"eaton";"?";"?";"LUMEN";0
90012631;3411;"DRILL BIT 1/64 SPEEDST";"false";;;;;;;;;;"?";"01A501";"Walter";"?";"?";"EIJ";0
90012632;3411;"DRILL BIT 1/32 SPEEDST";"false";;;;;;;;;;"?";"01A502";"Walter";"?";"?";"EIJ";0
90012633;3411;"DRILL BIT 3/64 SPEEDST";"false";;;;;;;;;;"?";"01A503";"Walter";"?";"?";"EIJ";0
90012634;3411;"DRILL BIT 1/16 SPEEDST";"false";;;;;;;;;;"?";"01A504";"Walter";"?";"?";"EIJ";0
90012635;3411;"DRILL BIT 5/64 SPEEDST";"false";;;;;;;;;;"?";"01A505";"Walter";"?";"?";"EIJ";0
90012636;3411;"DRILL BIT 3/32 SPEEDST";"false";;;;;;;;;;"?";"01A506";"Walter";"?";"?";"EIJ";0
90012637;3411;"DRILL BIT 7/64 SPEEDST";"false";;;;;;;;;;"?";"01A507";"Walter";"?";"?";"EIJ";0
90012638;3411;"DRILL BIT 1/8 SPEEDST";"false";;;;;;;;;;"?";"01A508";"Walter";"?";"?";"EIJ";0
90012639;3411;"DRILL BIT 9/64 SPEEDST";"false";;;;;;;;;;"?";"01A509";"Walter";"?";"?";"EIJ";0
90012640;3411;"DRILL BIT 5/32 SPEEDST";"false";;;;;;;;;;"?";"01A510";"Walter";"?";"?";"EIJ";0
90012641;3411;"DRILL BIT 11/64 SPEEDST";"false";;;;;;;;;;"?";"01A511";"Walter";"?";"?";"EIJ";0
90012642;3411;"DRILL BIT 3/16 SPEEDST";"false";;;;;;;;;;"?";"01A512";"Walter";"?";"?";"EIJ";0
90012643;3411;"DRILL BIT 13/64 SPEEDST";"false";;;;;;;;;;"?";"01A513";"Walter";"?";"?";"EIJ";0
90012644;3411;"DRILL BIT 7/32 SPEEDST";"false";;;;;;;;;;"?";"01A514";"Walter";"?";"?";"EIJ";0
90012645;3411;"DRILL BIT 15/64 SPEEDST";"false";;;;;;;;;;"?";"01A515";"Walter";"?";"?";"EIJ";0
90012646;3411;"DRILL BIT 1/4 SPEEDST";"false";;;;;;;;;;"?";"01A516";"Walter";"?";"?";"EIJ";0
90012647;3411;"DRILL BIT 17/64 SPEEDST";"false";;;;;;;;;;"?";"01A517";"Walter";"?";"?";"EIJ";0
90012648;3411;"DRILL BIT 9/32 SPEEDST";"false";;;;;;;;;;"?";"01A518";"Walter";"?";"?";"EIJ";0
90012649;3411;"DRILL BIT 19/64 SPEEDST";"false";;;;;;;;;;"?";"01A519";"Walter";"?";"?";"EIJ";0
90012650;3411;"DRILL BIT 5/16 SPEEDST";"false";;;;;;;;;;"?";"01A520";"Walter";"?";"?";"EIJ";0
90012651;3411;"DRILL BIT 21/64 SPEEDST";"false";;;;;;;;;;"?";"01A521";"Walter";"?";"?";"EIJ";0
90012652;3411;"DRILL BIT 11/32 SPEEDST";"false";;;;;;;;;;"?";"01A522";"Walter";"?";"?";"EIJ";0
90012653;3411;"DRILL BIT 23/64 SPEEDST";"false";;;;;;;;;;"?";"01A523";"Walter";"?";"?";"EIJ";0
90012654;3411;"DRILL BIT 3/8 SPEEDST";"false";;;;;;;;;;"?";"01A524";"Walter";"?";"?";"EIJ";0
90012655;3411;"DRILL BIT 25/64 SPEEDST";"false";;;;;;;;;;"?";"01A525";"Walter";"?";"?";"EIJ";0
90012656;3411;"DRILL BIT 13/32 SPEEDST";"false";;;;;;;;;;"?";"01A526";"Walter";"?";"?";"EIJ";0
90012657;3411;"DRILL BIT 27/64 SPEEDST";"false";;;;;;;;;;"?";"01A527";"Walter";"?";"?";"EIJ";0
