MATERIAL_NUMBER,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90017200,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,ME551,PROD,NA,EAM MOSCA                	50335,22
90017201,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,ME19,PROD,NA,EAM MOSCA                	50335,22
90017202,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-098,PROD,NA,COPAR CORPORATION        	50319,14
90017203,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-099,PROD,NA,COPAR CORPORATION        	50319,14
90017204,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-120,PROD,NA,COPAR CORPORATION        	50319,14
90017205,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,651-675,PROD,NA,COPAR CORPORATION        	50319,14
90017206,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-158,PROD,NA,COPAR CORPORATION        	50319,14
90017207,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,650-454,PROD,NA,COPAR CORPORATION        	50319,14
90017208,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,236-007,PROD,NA,COPAR CORPORATION        	50319,14
90017209,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,236-504,PROD,NA,COPAR CORPORATION        	50319,14
90017210,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-011,PROD,NA,COPAR CORPORATION        	50319,14
90017211,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARKER,PARKER,PARKER,NA,2203P-8,PROD,NA,PARKER                   	50182,25
90017212,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-094,PROD,NA,COPAR CORPORATION        	50319,14
90017383,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARKER,PARKER,PARKER,NA,164C-6,PROD,NA,PARKER                   	50182,25
90017384,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-111,PROD,NA,COPAR CORPORATION        	50319,14
90017385,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-163,PROD,NA,COPAR CORPORATION        	50319,14
90017386,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-165,PROD,NA,COPAR CORPORATION        	50319,14
90017387,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-166,PROD,NA,COPAR CORPORATION        	50319,14
90017388,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-168,PROD,NA,COPAR CORPORATION        	50319,14
90017389,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-169,PROD,NA,COPAR CORPORATION        	50319,14
90017390,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-100,PROD,NA,COPAR CORPORATION        	50319,14
90017391,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-103,PROD,NA,COPAR CORPORATION        	50319,14
90017392,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3010-104,PROD,NA,LAFCO                    	50377,26
90017393,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-057,PROD,NA,COPAR CORPORATION        	50319,14
90017394,NA,NA,NA,NA,NA,NA,NA,NA,NA,DALTON GEAR,DALTON GEAR,DALTON,GEAR,OSD-225-1/2,PROD,NA,DALTON GEAR              	50326,20
90017395,NA,NA,NA,NA,NA,NA,NA,NA,NA,PNEUTROL,PNEUTROL,PNEUTROL,NA,SL-25,PROD,NA,PNEUTROL                	50411,22
90017397,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZINGA,ZINGA,ZINGA,NA,AE-100,PROD,NA,ZINGA INDUSTRIES         	50284,26
90017398,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR SKF CHICAGO RAWHIDE,CR SKF CHICAGO RAWHIDE,CR,SKF,CR32396,PROD,NA,CR SKF CHICAGO RAWHIDE 	50322,7
90017399,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAIRCHILD,FAIRCHILD,FAIRCHILD,NA,10262,PROD,NA,FAIRCHILD                	50340,22
90017400,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2650-03,PROD,NA,WILDEN                   	50278,25
90017401,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2600-52,PROD,NA,WILDEN                   	50278,25
90017495,NA,NA,NA,NA,NA,NA,NA,NA,NA,MRC,MRC,MRC,NA,202SZZ3,PROD,NA,TELEMECANIQUE,11
90017497,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLIPPARD,CLIPPARD,CLIPPARD,NA,MJV-4,PROD,NA,CLIPPARD                 	50041,23
90017498,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCHROEDER,SCHROEDER,SCHROEDER,NA,K10,PROD,NA,SCHROEDER                	50431,22
90017499,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRACO,GRACO,GRACO,NA,239952,PROD,NA,GRACO                    	50350,26
90017501,NA,NA,NA,NA,NA,NA,NA,NA,NA,EBM PAPST,EBM PAPST,EBM,PAPST,3606,PROD,NA,EBMPAPST                	50336,23
90017502,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2700460101,PROD,NA,FOSBER GROUP             	50461,19
90017503,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRACO,GRACO,GRACO,NA,D03211,PROD,NA,GRACO                    	50350,26
90017504,NA,NA,NA,NA,NA,NA,NA,NA,NA,JERGENS,JERGENS,JERGENS,NA,CL-10-LHRP,PROD,NA,JERGENS                  	50369,24
90017505,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAYCO,DAYCO,DAYCO,NA,2830V363,PROD,NA,DAYCO                    	50328,26
90017506,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAYCO,DAYCO,DAYCO,NA,510H100,PROD,NA,DAYCO                    	50328,26
90017507,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,22203257,PROD,NA,FOSBER GROUP             	50461,19
90017508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTN,NTN,NTN,NA,FX15D1,PROD,NA,AVENTICS INC            	50298,27
90017509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTN,NTN,NTN,NA,TS3-R2514CS280,PROD,NA,AVENTICS INC            	50298,27
90017510,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYSTER,HYSTER,HYSTER,NA,1475250,PROD,NA,HYSTER                   	50362,25
90017511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTN,NTN,NTN,NA,1307,PROD,NA,AVENTICS INC            	50298,27
90017512,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2091030201,PROD,NA,FOSBER GROUP             	50461,19
90017513,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,0280800501,PROD,NA,FOSBER GROUP             	50461,19
90017514,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,127393,PROD,NA,FOSBER GROUP             	50461,19
90017515,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,280560801,PROD,NA,FOSBER GROUP             	50461,19
90017516,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2680100101,PROD,NA,FOSBER GROUP             	50461,19
90017517,NA,NA,NA,NA,NA,NA,NA,NA,NA,FYH,FYH,FYH,NA,UC208,PROD,NA,FYH                      	50346,28
90017518,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2090701401,PROD,NA,FOSBER GROUP             	50461,19
90017519,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,117230,PROD,NA,FOSBER GROUP             	50461,19
90017520,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3031-023,PROD,NA,LAFCO                    	50377,26
90017521,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3065-005,PROD,NA,LAFCO                    	50377,26
90017423,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBC LINEAR,PBC LINEAR,PBC,LINEAR,PN12C,PROD,NA,PBC LINEAR               	50407,21
90017424,NA,NA,NA,NA,NA,NA,NA,NA,NA,EBM PAPST,EBM PAPST,EBM,PAPST,R2E220-AA40-23,PROD,NA,EBMPAPST                	50336,23
90017425,NA,NA,NA,NA,NA,NA,NA,NA,NA,EBM PAPST,EBM PAPST,EBM,PAPST,A2S130-AB03-11,PROD,NA,EBMPAPST                	50336,23
90017426,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2700690401,PROD,NA,FOSBER GROUP             	50461,19
90017428,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,PP5050W230H,PROD,NA,EAM MOSCA                	50335,22
90017429,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECHOTAPE,ECHOTAPE,ECHOTAPE,NA,SSC-211HT,PROD,NA,ECHOTAPE                 	50337,23
90017430,NA,NA,NA,NA,NA,NA,NA,NA,NA,ECHOTAPE,ECHOTAPE,ECHOTAPE,NA,FB-K4302,PROD,NA,ECHOTAPE                 	50337,23
90017431,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2530232901,PROD,NA,FOSBER GROUP             	50461,19
90017432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NTN,NTN,NTN,NA,UELS211-200D1NR,PROD,NA,AVENTICS INC            	50298,27
90017433,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,44081839,PROD,NA,FOSBER GROUP             	50461,19
90017434,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2700032901,PROD,NA,FOSBER GROUP             	50461,19
90017435,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,34120876,PROD,NA,FOSBER GROUP             	50461,19
90017436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL,NATIONAL,NATIONAL,NA,628 2ZC3 NTL,PROD,NA,NATIONAL HARDWARE        	50164,23
90017437,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAXIFLEX,MAXIFLEX,MAXIFLEX,NA,34-8743/XXL,PROD,NA,MAXIFLEX                 	50396,23
90017438,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAXIFLEX,MAXIFLEX,MAXIFLEX,NA,34-8743/XL,PROD,NA,MAXIFLEX                 	50396,23
90017439,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAXIFLEX,MAXIFLEX,MAXIFLEX,NA,34-8743/L,PROD,NA,MAXIFLEX                 	50396,23
90017440,NA,NA,NA,NA,NA,NA,NA,NA,NA,UVEX,UVEX,UVEX,NA,SX0100X,PROD,NA,UVEX                     	50268,27
90017441,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAC,MAC,MAC,NA,811CPM111JD152,PROD,NA,TELEMECANIQUE,11
90017442,NA,NA,NA,NA,NA,NA,NA,NA,NA,KML,KML,KML,NA,CSB201-8N,PROD,NA,KML                      	50376,28
90017443,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,DDPSFNT-60,PROD,NA,GRAYMILLS                	50352,22
90017444,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,540-30053-11,PROD,NA,GRAYMILLS                	50352,22
90017445,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,HFNCT60,PROD,NA,GRAYMILLS                	50352,22
90017446,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,744-29933,PROD,NA,GRAYMILLS                	50352,22
90017447,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,769-08041,PROD,NA,GRAYMILLS                	50352,22
90017448,NA,NA,NA,NA,NA,NA,NA,NA,NA,GRAYMILLS,GRAYMILLS,GRAYMILLS,NA,568-29930-81,PROD,NA,GRAYMILLS                	50352,22
90017449,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARKER,PARKER,PARKER,NA,71215SN2MN00,PROD,NA,PARKER                   	50182,25
90017450,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARKER,PARKER,PARKER,NA,Q53ALB2100,PROD,NA,PARKER                   	50182,25
90017451,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARKER,PARKER,PARKER,NA,7321BN5VN00,PROD,NA,PARKER                   	50182,25
90017452,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAYCO,DAYCO,DAYCO,NA,AP57,PROD,NA,DAYCO                    	50328,26
90017453,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUPERIOR GLOVE WORKS LTD,SUPERIOR GLOVE WORKS LTD,SUPERIOR,GLOVE,375CSI-S,PROD,NA,SUPERIOR GLOVE WORKS LTD 	50444,7
90017454,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,126798,PROD,NA,FOSBER GROUP             	50461,19
90017455,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,127109,PROD,NA,FOSBER GROUP             	50461,19
90017456,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,33901496,PROD,NA,FOSBER GROUP             	50461,19
90017457,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,0280111202,PROD,NA,FOSBER GROUP             	50461,19
90017458,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2700031701,PROD,NA,FOSBER GROUP             	50461,19
90017459,NA,NA,NA,NA,NA,NA,NA,NA,NA,OMRON,OMRON,OMRON,NA,Z-15GD,PROD,NA,OMRON                    	50178,26
90017460,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,2530410501,PROD,NA,FOSBER GROUP             	50461,19
90017461,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,26012070,PROD,NA,FOSBER GROUP             	50461,19
90017462,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,127454-A,PROD,NA,FOSBER GROUP             	50461,19
90017293,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,51280234,PROD,NA,FOSBER GROUP             	50461,19
90017294,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,32120910,PROD,NA,FOSBER GROUP             	50461,19
90017295,NA,NA,NA,NA,NA,NA,NA,NA,NA,OMRON,OMRON,OMRON,NA,D4B-4111N,PROD,NA,OMRON                    	50178,26
90017297,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-4001-100,PROD,NA,LAFCO                    	50377,26
90017298,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-4002-052,PROD,NA,LAFCO                    	50377,26
90017299,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3077-038,PROD,NA,LAFCO                    	50377,26
90017300,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3083-106,PROD,NA,LAFCO                    	50377,26
90017301,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3077-044,PROD,NA,LAFCO                    	50377,26
90017302,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3077-055,PROD,NA,LAFCO                    	50377,26
90017303,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3056-009,PROD,NA,LAFCO                    	50377,26
90017304,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-3044-102,PROD,NA,LAFCO                    	50377,26
90017305,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,20750569-A,PROD,NA,FOSBER GROUP             	50461,19
90017306,NA,NA,NA,NA,NA,NA,NA,NA,NA,EATON AIRFLEX,EATON AIRFLEX,EATON,AIRFLEX,142840JB,PROD,NA,EATON AIRFLEX            	50460,18
90017307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIONAL,NATIONAL,NATIONAL,NA,1638 2RS NTL,PROD,NA,NATIONAL HARDWARE        	50164,23
90017309,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-1225-207,PROD,NA,LAFCO                    	50377,26
90017310,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-1225-510,PROD,NA,LAFCO                    	50377,26
90017311,NA,NA,NA,NA,NA,NA,NA,NA,NA,STAFFORD CORRUGATED,STAFFORD CORRUGATED,STAFFORD,CORRUGATED,S16669,PROD,NA,STAFFORD CORRUGATED      	50439,12
90017312,NA,NA,NA,NA,NA,NA,NA,NA,NA,STAFFORD CORRUGATED,STAFFORD CORRUGATED,STAFFORD,CORRUGATED,S16670,PROD,NA,STAFFORD CORRUGATED      	50439,12
90017403,NA,NA,NA,NA,NA,NA,NA,NA,NA,LESLIE,LESLIE,LESLIE,NA,N45953,PROD,NA,LESLIE                   	50380,25
90017404,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,20750357,PROD,NA,FOSBER GROUP             	50461,19
90017405,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFCO,LAFCO,LAFCO,NA,LAF-1226-014,PROD,NA,LAFCO                    	50377,26
90017406,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAST,GAST,GAST,NA,AF350,PROD,NA,BESTWAY CASTERS  WHEELS 	50302,27
90017407,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAST,GAST,GAST,NA,1UP-NRV-4-GR11,PROD,NA,BESTWAY CASTERS  WHEELS 	50302,27
90017408,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTI,RTI,RTI,NA,N32-95-979,PROD,NA,MARTIN SPROCKET & GEAR,19
90017409,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,3607-080100-10,PROD,NA,EAM MOSCA                	50335,22
90017410,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,3607-080100-11,PROD,NA,EAM MOSCA                	50335,22
90017411,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT446,PROD,NA,EAM MOSCA                	50335,22
90017412,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT1476,PROD,NA,EAM MOSCA                	50335,22
90017413,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT1609,PROD,NA,EAM MOSCA                	50335,22
90017414,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,2902-010310-00,PROD,NA,EAM MOSCA                	50335,22
90017415,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,0101-0130-14,PROD,NA,EAM MOSCA                	50335,22
90017416,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT676,PROD,NA,EAM MOSCA                	50335,22
90017417,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT696,PROD,NA,EAM MOSCA                	50335,22
90017418,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT1391,PROD,NA,EAM MOSCA                	50335,22
90017419,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT1392,PROD,NA,EAM MOSCA                	50335,22
90017420,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT2203,PROD,NA,EAM MOSCA                	50335,22
90017421,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,0101-0130-08,PROD,NA,EAM MOSCA                	50335,22
90017422,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT563,PROD,NA,EAM MOSCA                	50335,22
90017333,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,NT661,PROD,NA,EAM MOSCA                	50335,22
90017334,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,3607-010900-12,PROD,NA,EAM MOSCA                	50335,22
90017335,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,2601-015200-00,PROD,NA,EAM MOSCA                	50335,22
90017336,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,ME2074,PROD,NA,EAM MOSCA                	50335,22
90017337,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAM MOSCA,EAM MOSCA,EAM,MOSCA,ME58,PROD,NA,EAM MOSCA                	50335,22
90017338,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOFFMAN,HOFFMAN,HOFFMAN,NA,10113000SP,PROD,NA,HOFFMAN                  	50104,24
90017339,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,501-142,PROD,NA,COPAR CORPORATION        	50319,14
90017340,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPAR CORPORATION,COPAR CORPORATION,COPAR,CORPORATION,001-128,PROD,NA,COPAR CORPORATION        	50319,14
90017341,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARKSDALE,BARKSDALE,BARKSDALE,NA,9001-M,PROD,NA,BARKSDALE                	50021,22
90017342,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARKSDALE,BARKSDALE,BARKSDALE,NA,9023-M,PROD,NA,BARKSDALE                	50021,22
90017343,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-3500-52,PROD,NA,WILDEN                   	50278,25
90017344,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2300-23,PROD,NA,WILDEN                   	50278,25
90017345,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2330-23,PROD,NA,WILDEN                   	50278,25
90017346,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2390-52,PROD,NA,WILDEN                   	50278,25
90017347,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-1120-21-500,PROD,NA,WILDEN                   	50278,25
90017348,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-2000-07,PROD,NA,WILDEN                   	50278,25
90017349,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-6100-03,PROD,NA,WILDEN                   	50278,25
90017350,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-7100-03,PROD,NA,WILDEN                   	50278,25
90017351,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,01-6400-03,PROD,NA,WILDEN                   	50278,25
90017352,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILDEN,WILDEN,WILDEN,NA,04-6400-03,PROD,NA,WILDEN                   	50278,25
90017353,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,44075231,PROD,NA,FOSBER GROUP             	50461,19
90017355,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOSBER GROUP,FOSBER GROUP,FOSBER,GROUP,116162-A,PROD,NA,FOSBER GROUP             	50461,19
90017356,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPICER,SPICER,SPICER,NA,10-4-93,PROD,NA,SPICER                   	50437,25
90017357,NA,NA,NA,NA,NA,NA,NA,NA,NA,FYH,FYH,FYH,NA,UCFL210D1,PROD,NA,FYH                      	50346,28
90017358,NA,NA,NA,NA,NA,NA,NA,NA,NA,THOMSON INDUSTRIES,THOMSON INDUSTRIES,THOMSON,INDUSTRIES,SPB24OPN,PROD,NA,THOMPSON INDUSTRIES      	50479,13
90017359,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAST,GAST,GAST,NA,K202,PROD,NA,BESTWAY CASTERS  WHEELS 	50302,27
90017360,NA,NA,NA,NA,NA,NA,NA,NA,NA,FYH,FYH,FYH,NA,SA205-16,PROD,NA,FYH                      	50346,28
