MATERIAL_NUMBER,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90000128,U31171603,BUSHING PCMC 152806.063.0 40MM SFM,NA,PCMC,PCMC,NA,152806.063.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000129,U31171603,BUSHING PCMC 30511258 34MM 30MM 30MM,NA,PCMC,PCMC,NA,30511258,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000130,U31171603,BUSHING PCMC 30542583 39MM 2MM 7MM 35MM,NA,PCMC,PCMC,NA,30542583,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000131,U31171603,BUSHING PCMC 72286 14MM SLEEVE-FLANGED,NA,PCMC,PCMC,NA,72286,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000132,U31171603,BUSHING PCMC 78088,NA,PCMC,PCMC,NA,78088,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000133,U26121629,CABLE ELECTRICAL PCMC 116059 120IN,NA,PCMC,PCMC,NA,116059,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000134,U26121629,CABLE ELECTRICAL PCMC 30159214 30MM,NA,PCMC,PCMC,NA,30159214,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000135,U26121629,CABLE ELECTRICAL PCMC 30202713 30000MM,NA,PCMC,PCMC,NA,30202713,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000136,U26121629,CABLE ELECTRICAL PCMC 30264929 20000MM,NA,PCMC,PCMC,NA,30264929,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000137,U26121629,CABLE ELECTRICAL PCMC 30294955 20000MM,NA,PCMC,PCMC,NA,30294955,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000138,U26121629,CABLE ELECTRICAL PCMC 30294956 30000MM,NA,PCMC,PCMC,NA,30294956,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000139,U26121629,CABLE ELECTRICAL PCMC 30295088 20000MM,NA,PCMC,PCMC,NA,30295088,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000140,U26121629,CABLE ELECTRICAL PCMC 30295089 25000MM,NA,PCMC,PCMC,NA,30295089,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000141,U26121629,CABLE ELECTRICAL PCMC 30295092 30000MM,NA,PCMC,PCMC,NA,30295092,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000142,U26121629,CABLE ELECTRICAL PCMC 30295117 30000MM,NA,PCMC,PCMC,NA,30295117,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000143,U26121629,CABLE ELECTRICAL PCMC 30295124 30000MM,NA,PCMC,PCMC,NA,30295124,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000144,U26121629,CABLE ELECTRICAL PCMC 30295127 40000MM,NA,PCMC,PCMC,NA,30295127,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000145,U26121629,CABLE ELECTRICAL PCMC 30295924 25000MM,NA,PCMC,PCMC,NA,30295924,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000146,U26121629,CABLE ELECTRICAL PCMC 30400251 300MM,NA,PCMC,PCMC,NA,30400251,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000147,U26121629,CABLE ELECTRICAL PCMC 30465296,NA,PCMC,PCMC,NA,30465296,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000148,U26121629,CABLE ELECTRICAL PCMC 30554540 5000MM,NA,PCMC,PCMC,NA,30554540,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000149,U26121629,CABLE ELECTRICAL PCMC 30554554 20000MM,NA,PCMC,PCMC,NA,30554554,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000150,U26121629,CABLE ELECTRICAL PCMC 30576517 10000MM,NA,PCMC,PCMC,NA,30576517,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000151,U26121629,CABLE ELECTRICAL PCMC 30576518 20000MM,NA,PCMC,PCMC,NA,30576518,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000152,U26121629,CABLE ELECTRICAL PCMC 30581579 10000MM,NA,PCMC,PCMC,NA,30581579,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000153,U26121629,CABLE ELECTRICAL PCMC 30616977 1000MM,NA,PCMC,PCMC,NA,30616977,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000154,U26121629,CABLE ELECTRICAL PCMC 34554 10000MM,NA,PCMC,PCMC,NA,34554,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000155,U26121629,CABLE ELECTRICAL PCMC 36753 15000MM,NA,PCMC,PCMC,NA,36753,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000156,U26121629,CABLE ELECTRICAL PCMC 36927 10000MM,NA,PCMC,PCMC,NA,36927,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000157,U26121629,CABLE ELECTRICAL PCMC 37071 15000MM,NA,PCMC,PCMC,NA,37071,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000158,U26121629,CABLE ELECTRICAL PCMC 5EABA055 ITAL,NA,PCMC,PCMC,NA,5EABA055,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000159,U26121629,CABLE ELECTRICAL PCMC 81526 10000MM,NA,PCMC,PCMC,NA,81526,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000160,U26121607,CABLE FIBER OPTIC PCMC 30337395 2.2MM,NA,PCMC,PCMC,NA,30337395,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000161,U25171706,CALIPER BRAKE PCMC 151010.001.0,NA,PCMC,PCMC,NA,151010.001.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000162,U25171706,CALIPER BRAKE PCMC 30168786 12.7MM,NA,PCMC,PCMC,NA,30168786,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000163,U25171706,CALIPER BRAKE PCMC 30183351 12.7MM 0.5IN,NA,PCMC,PCMC,NA,30183351,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000164,U25171706,CALIPER BRAKE PCMC 30539838 12.7MM,NA,PCMC,PCMC,NA,30539838,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000165,U45121515,CAMERA VIDEO PCMC 30524628,NA,PCMC,PCMC,NA,30524628,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000166,U31162701,CASTER INFINITY 411-0002 2.33IN 3.25IN,NA,INFINITY,INFINITY,NA,411-0002,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000167,U26111505,CHAIN DRIVE PCMC 30534952.003 570IN,NA,PCMC,PCMC,NA,30534952.003,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000168,U26111505,CHAIN DRIVE PCMC 30543561 68.5IN .50IN,NA,PCMC,PCMC,NA,30543561,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000169,U24101729,CHAIN MATTOP INFINITY 540-3600 0.75IN,NA,INFINITY,INFINITY,NA,540-3600,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000170,U24101730,CHAIN TABLE TOP INFINITY 541-0003A 120IN,NA,INFINITY,INFINITY,NA,541-0003A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000171,U39121601,CIRCUIT BREAKER PCMC 127948 ADJ THERMAL,NA,PCMC,PCMC,NA,127948,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000172,U39121601,CIRCUIT BREAKER PCMC 20513 ADJ THERMAL,NA,PCMC,PCMC,NA,20513,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000173,U39121601,CIRCUIT BREAKER PCMC 30206892 1 10A,NA,PCMC,PCMC,NA,30206892,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000174,U39121601,CIRCUIT BREAKER PCMC 30212847 1 5A,NA,PCMC,PCMC,NA,30212847,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000175,U39121601,CIRCUIT BREAKER PCMC 30295006 1 3A,NA,PCMC,PCMC,NA,30295006,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000176,U39121601,CIRCUIT BREAKER PCMC 30297395 1 15A,NA,PCMC,PCMC,NA,30297395,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000177,U39121601,CIRCUIT BREAKER PCMC 30311477 1 15A,NA,PCMC,PCMC,NA,30311477,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000178,U39121601,CIRCUIT BREAKER PCMC 30599026 1 30A,NA,PCMC,PCMC,NA,30599026,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000179,U39121601,CIRCUIT BREAKER PCMC 38426 1 10A,NA,PCMC,PCMC,NA,38426,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000180,U26111801,BELT PCMC 113187 FLAT 1649MM .7MM 14MM,NA,PCMC,PCMC,NA,113187,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000181,U26111804,BELT PCMC 134791.150.0 150IN 0.05IN 3IN,NA,PCMC,PCMC,NA,134791.150.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000182,U26111804,BELT PCMC 134791.348.0 348IN 0.05IN 3IN,NA,PCMC,PCMC,NA,134791.348.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000183,U26111804,BELT PCMC 30090450.009 76000MM,NA,PCMC,PCMC,NA,30090450.009,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000184,U26111804,BELT PCMC 30506736 FLAT 1495MM 1.3MM,NA,PCMC,PCMC,NA,30506736,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000185,U26111804,BELT PCMC 30564691 2920MM 1.6MM 800MM,NA,PCMC,PCMC,NA,30564691,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000186,U26111804,BELT PCMC 30688225 10150MM 3MM 200MM,NA,PCMC,PCMC,NA,30688225,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000187,U26111804,BELT PCMC 30740177 76000MM,NA,PCMC,PCMC,NA,30740177,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000188,U26111802,BELT TIMING INFINITY 531-1440A 1440MM,GRP-ED-214,INFINITY,INFINITY,NA,531-1440A,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000189,U26111802,BELT TIMING INFINITY 531-2800B 2800MM,NA,INFINITY,INFINITY,NA,531-2800B,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000190,U31163210,COLLAR PCMC 120545 AIR PURGE COLLAR,NA,PCMC,PCMC,NA,120545,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000191,U43211500,COMPUTER PCMC 30604419 1.6MHZ 32GB,NA,PCMC,PCMC,NA,30604419,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000192,U43211500,COMPUTER PCMC 30643720 SSD 1.6MHZ 32GB,NA,PCMC,PCMC,NA,30643720,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000193,U39121438,CONNECTOR RING PCMC 30533276,NA,PCMC,PCMC,NA,30533276,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000194,U39121438,CONNECTOR RING PCMC 30533277,NA,PCMC,PCMC,NA,30533277,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000195,U39121438,CONNECTOR RING PCMC 30533278,NA,PCMC,PCMC,NA,30533278,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000196,U39121522,CONTACT ELECTRICAL PCMC 116652 60A 110V,NA,PCMC,PCMC,NA,116652,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000197,U39121522,CONTACT ELECTRICAL PCMC 30460646 9A 24V,NA,PCMC,PCMC,NA,30460646,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000198,U39121522,CONTACT ELECTRICAL PCMC 30460652 23A 24V,NA,PCMC,PCMC,NA,30460652,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000199,U39121522,CONTACT ELECTRICAL PCMC 30460656 37A 24V,NA,PCMC,PCMC,NA,30460656,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000200,U39121522,CONTACT ELECTRICAL PCMC 30460657 43A 24V,NA,PCMC,PCMC,NA,30460657,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000201,U39121522,CONTACT ELECTRICAL PCMC 30460662 9A 24V,NA,PCMC,PCMC,NA,30460662,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000202,U39121522,CONTACT ELECTRICAL PCMC 66443 24V 690V,NA,PCMC,PCMC,NA,66443,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000203,U39121529,CONTACTOR PCMC 106521,NA,PCMC,PCMC,NA,106521,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000204,U39121522,CONTACT ELECTRICAL PCMC 38749,NA,PCMC,PCMC,NA,38749,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000205,U39121529,CONTACTOR PCMC 38888 MANUAL STARTER,NA,PCMC,PCMC,NA,38888,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000206,U39121008,CONVERTER PCMC 5EABA059 ITAL AMPLIFIER,NA,PCMC,PCMC,NA,5EABA059,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000207,U24141702,CORE PLUG PCMC 30099019.051 51MM,NA,PCMC,PCMC,NA,30099019.051,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000208,U24141702,CORE PLUG PCMC 30099019.060 60MM,NA,PCMC,PCMC,NA,30099019.060,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000209,U24141702,CORE PLUG PCMC 30099019.075 75MM,NA,PCMC,PCMC,NA,30099019.075,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000210,U24141702,CORE PLUG PCMC 30099019.085 85MM,NA,PCMC,PCMC,NA,30099019.085,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000211,U31163001,COUPLING FLEX PCMC 131872.117.0 25MM,NA,PCMC,PCMC,NA,131872.117.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000212,U31163001,COUPLING FLEX PCMC 30544254 32MM 40MM,NA,PCMC,PCMC,NA,30544254,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000213,U31163001,COUPLING FLEX PCMC 30566941 44IN 11MM,NA,PCMC,PCMC,NA,30566941,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000214,U31163001,COUPLING FLEX PCMC 30589333 25MM 24MM,NA,PCMC,PCMC,NA,30589333,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000215,U31163001,COUPLING FLEX PCMC 30679466 70MM 59MM,NA,PCMC,PCMC,NA,30679466,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000216,U39121424,COVER ELECTRICAL PCMC 30321540,NA,PCMC,PCMC,NA,30321540,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000217,U13100000,CUSHION PCMC 30531737 360IN .06IN .62IN,NA,PCMC,PCMC,NA,30531737,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000218,U27121602,CYLINDER HYDRAULIC PCMC 30458930 100MM,NA,PCMC,PCMC,NA,30458930,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000219,U27131701,CYLINDER PNEUMATIC PCMC 30021175 50MM,NA,PCMC,PCMC,NA,30021175,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000220,U27131701,CYLINDER PNEUMATIC PCMC 30114263 3.25IN,NA,PCMC,PCMC,NA,30114263,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000221,U27131701,CYLINDER PNEUMATIC PCMC 30365908 200MM,NA,PCMC,PCMC,NA,30365908,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000222,U27131701,CYLINDER PNEUMATIC PCMC 30456347 32MM,NA,PCMC,PCMC,NA,30456347,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000223,U27131701,CYLINDER PNEUMATIC PCMC 30500622 125MM,NA,PCMC,PCMC,NA,30500622,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000224,U27131701,CYLINDER PNEUMATIC PCMC 30511843 50MM,NA,PCMC,PCMC,NA,30511843,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000225,U27131701,CYLINDER PNEUMATIC PCMC 30542563 80MM,NA,PCMC,PCMC,NA,30542563,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000226,U27131701,CYLINDER PNEUMATIC PCMC 30547080 80MM,NA,PCMC,PCMC,NA,30547080,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000227,U25171708,DISC BRAKE PCMC 441000.852.0,NA,PCMC,PCMC,NA,441000.852.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000228,U26111503,DRIVE VARIABLE FREQ PCMC 30167604 6KW 9A,NA,PCMC,PCMC,NA,30167604,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000229,U26111503,DRIVE VARIABLE FREQ PCMC 30167605 15KW,NA,PCMC,PCMC,NA,30167605,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000230,U26111503,DRIVE VARIABLE FREQ PCMC 30167607 9A 3PH,NA,PCMC,PCMC,NA,30167607,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000231,U26111503,DRIVE VARIABLE FREQ PCMC 30167608 15A,NA,PCMC,PCMC,NA,30167608,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000232,U26111503,DRIVE VARIABLE FREQ PCMC 30270527 90KW,NA,PCMC,PCMC,NA,30270527,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000233,U26111503,DRIVE VARIABLE FREQ PCMC 30275308 37KW,NA,PCMC,PCMC,NA,30275308,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000234,U26111503,DRIVE VARIABLE FREQ PCMC 30362898 55KW,NA,PCMC,PCMC,NA,30362898,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000235,U26111503,DRIVE VARIABLE FREQ PCMC 30376393 28KW,NA,PCMC,PCMC,NA,30376393,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000236,U26111503,DRIVE VARIABLE FREQ PCMC 30376394 45KW,NA,PCMC,PCMC,NA,30376394,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000237,U26111503,DRIVE VARIABLE FREQ PCMC 30376395 30A,NA,PCMC,PCMC,NA,30376395,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000238,U26111503,DRIVE VARIABLE FREQ PCMC 30376402 49A,NA,PCMC,PCMC,NA,30376402,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000239,U26111503,DRIVE VARIABLE FREQ PCMC 30542067 1.5KW,NA,PCMC,PCMC,NA,30542067,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000240,U40161505,FILTER AIR PCMC 30729720,NA,PCMC,PCMC,NA,30729720,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000241,U40161528,FILTER CARTRIDGE PCMC 116486 5 MICRON,NA,PCMC,PCMC,NA,116486,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000242,U39111500,FIXTURE LIGHTING-BODY PCMC 30645722 1130,NA,PCMC,PCMC,NA,30645722,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000243,U39111500,FIXTURE LIGHTING-BODY PCMC 30646794 18W,NA,PCMC,PCMC,NA,30646794,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000244,U39121411,FUSE BLOCK PCMC 114612 30A 600V,NA,PCMC,PCMC,NA,114612,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000245,U39121411,FUSE BLOCK PCMC 114613 60A 600V,NA,PCMC,PCMC,NA,114613,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000246,U39121411,FUSE BLOCK PCMC 152600.001.0 30A 600V,NA,PCMC,PCMC,NA,152600.001.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000247,U39121439,FUSE PCMC 150525.005.0 5A TIME DELAY,NA,PCMC,PCMC,NA,150525.005.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000248,U39121439,FUSE PCMC 150525.007.0 20A TIME DELAY,NA,PCMC,PCMC,NA,150525.007.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000249,U39121439,FUSE PCMC 150525.010.0 60A TIME DELAY,NA,PCMC,PCMC,NA,150525.010.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000250,U39121439,FUSE PCMC 150525.012.0,NA,PCMC,PCMC,NA,150525.012.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000251,U39121439,FUSE PCMC 150525.018.0,NA,PCMC,PCMC,NA,150525.018.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000252,U39121439,FUSE PCMC 150525.021.0 10A 600V,NA,PCMC,PCMC,NA,150525.021.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000253,U39121439,FUSE PCMC 150525.028.0 40A TIME DELAY,NA,PCMC,PCMC,NA,150525.028.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000254,U39121439,FUSE PCMC 150525.029.0 3A 600V,NA,PCMC,PCMC,NA,150525.029.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000255,U39121439,FUSE PCMC 150525.033.0 125A TIME DELAY,NA,PCMC,PCMC,NA,150525.033.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000256,U39121439,FUSE PCMC 150525.038.0 6A TIME DELAY,NA,PCMC,PCMC,NA,150525.038.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000257,U39121439,FUSE PCMC 150963.021.0 25A TIME DELAY,NA,PCMC,PCMC,NA,150963.021.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000258,U39121439,FUSE PCMC 150963.022.0 30A TIME DELAY,NA,PCMC,PCMC,NA,150963.022.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000259,U39121439,FUSE PCMC 29979 90A TIME DELAY 600V,NA,PCMC,PCMC,NA,29979,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000260,U39121439,FUSE PCMC 30107387 450A 600V,NA,PCMC,PCMC,NA,30107387,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000261,U41112406,GAUGE VACUUM PCMC 972353.005.0 VACUUM,NA,PCMC,PCMC,NA,972353.005.0,NA,Manufacturer,PCMC,NA,NA,NA,NA,NA,NA,PCMC                     	50184,27
90000262,U26111524,GEARBOX INFINITY 501-0001 10:1 56C,NA,INFINITY,INFINITY,NA,501-0001,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000263,U26111524,GEARBOX INFINITY 501-0006 15:1 56C,NA,INFINITY,INFINITY,NA,501-0006,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
90000264,U26111524,GEARBOX INFINITY 501-0009 15:1 56C,NA,INFINITY,INFINITY,NA,501-0009,NA,Manufacturer,INFINITY,NA,NA,NA,NA,NA,NA,INFINITY                 	50113,23
