Material,Description,Configurable,Manufacturer,Mfr Part Number,Material Type,Material Group,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90013029,BELT V SEC:A 32 IN X 1/2 IN X 5/16 IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013030,BELT V SEC:5VX 108IN X 5/8IN X 35/64IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013031,BELT TIMING SYNCHRO 880MM X 50MM X 8MM,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013032,BELT V SEC:B 41IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013033,BELT V SEC:B 49IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013034,BELT GT 2240.026MM X 90MM X 14MM 160T,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013035,BELT L 32-1/4IN X 3/4IN X 3/8IN 86T,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013036,BELT V SEC:B 157IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013037,BELT V SEC:B 82IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013038,BELT TIMING H 54IN X 1IN X 1/2IN 108T,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013039,BELT TIMING SYNCHRO 1778MM X 85MM X14 MM,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013040,BELT V SEC:B 55IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013041,BELT V SEC:B 62IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013042,BELT V SEC:B 80IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013043,BELT V SEC:B 60IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013044,BELT V SEC:B 51IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013045,BELT V SEC:B 57IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013046,BELT V SEC:BX 52IN X 21/32IN X 13/32IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013047,BELT TIMING H 51IN X 1.5IN X 1/2IN 102T,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013048,BELT TIMING PD 1610MM X 90MM X 14MM 115T,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013049,VALVE SOLENOID 1/4 IN NPT,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013050,VALVE SOLENOID 0-150PSI 120V 60HZ 1/8NPT,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013051,KIT REPAIR 5 X 3 X0.5IN RCA/CA45 PULSE V,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013052,RAIL BALL CRG LINEAR 500S 20X63X71MM SB,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013053,SEAL BLANKING END CAP 52MM X 7.0MM NBR,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013054,SEAL OIL D.LIP 25MMX52MMX7MM HMSA10,NA,50229,CR25X52X7HMSA10RG,ZER2,U31162313,U31162313,SEAL OIL D.LIP 25MMX52MMX7MM HMSA10,GRP-PD-82,NA,NA,NA,NA,NA,Manufacturer,SKF,SKF,SKF,NA,CR25X52X7HMSA10RG,PROD,50229,SKF,0
90013055,BEARING LCK WASHER 3.8X5.21X4.56IN W ST,NA,50229,W19,ZER2,U31162313,U31162313,BEARING LCK WASHER 3.8X5.21X4.56IN W ST,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,W19,PROD,50229,SKF,0
90013056,SEAL OIL S.LIP 3.438X4.75X0.5IN 53NIT,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013057,SEAL OIL S.LIP 4.000X5.251X0.437IN CRWH1,NA,50229,39997,ZER2,U31162313,U31162313,SEAL OIL S.LIP 4.000X5.251X0.437IN CRWH1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,39997,PROD,50229,SKF,0
90013058,BRG LCK NUT 3.73X4-15/16X4.56IN AN ST,NA,50229,AN19,ZER2,U31162313,U31162313,BRG LCK NUT 3.73X4-15/16X4.56IN AN ST,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,AN19,PROD,50229,SKF,0
90013059,SEAL OIL S.LIP 2.187X2.875X0.437IN CRWH1,NA,50229,21736,ZER2,U31162313,U31162313,SEAL OIL S.LIP 2.187X2.875X0.437IN CRWH1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,21736,PROD,50229,SKF,0
90013060,WHEELS V GROOVE 6X2.1/2IN VGD DUC.IRON,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013061,GEAR SPUR P.ANG 14.5D 1X2.3X1-1/2IN 12T,NA,50141,S612,ZER2,U31162313,U31162313,GEAR SPUR P.ANG 14.5D 1X2.3X1-1/2IN 12T,NA,NA,NA,NA,NA,NA,NA,MARTIN SPROCKET & GEAR,MARTIN SPROCKET & GEAR,MARTIN,SPROCKET,S612,PROD,50141,MARTIN SPROCKET & GEAR,0
90013062,BRG BALL DEEP G 12MMX32MMX10MM OPEN C0,NA,50229,6201,ZER2,U31162313,U31162313,BRG BALL DEEP G 12MMX32MMX10MM OPEN C0,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,6201,PROD,50229,SKF,0
90013063,SEAL OIL S.LIP 0.500X1.250X0.250IN CRW1,NA,50229,5133,ZER2,U31162313,U31162313,SEAL OIL S.LIP 0.500X1.250X0.250IN CRW1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,5133,PROD,50229,SKF,0
90013064,VALVE BLOCKING 0-150PSI 3/8IN PWB-A38337,NA,50182,PWB-A38337,ZER2,U31162313,U31162313,VALVE BLOCKING 0-150PSI 3/8IN PWB-A38337,NA,NA,NA,NA,NA,NA,Manufacturer,PARKER,PARKER,PARKER,NA,PWB-A38337,PROD,50182,PARKER,0
90013065,BEARING SPH ROLL 120MMX180MMX46MM SB ST,NA,50229,23024CC/W33,ZER2,U31162313,U31162313,BEARING SPH ROLL 120MMX180MMX46MM SB ST,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,23024CC/W33,PROD,50229,SKF,0
90013066,SEAL OIL S.LIP 5.750X6.750X0.500IN CRWH1,NA,50229,57510,ZER2,U31162313,U31162313,SEAL OIL S.LIP 5.750X6.750X0.500IN CRWH1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,57510,PROD,50229,SKF,0
90013067,LIEN OFFSET COT 60/3/4IN 11.91MM 2STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013068,LIEN CONN 60/3/4IN 11.91MM 2 STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013069,CHAIN ROLLER RIV 60/ 3/4IN 2 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013070,CHAIN ROLLER RIV 35/ 3/8IN 1 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013071,CHAIN ROLLER RIV 41/ 1/2IN 1 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013072,CHAIN ROLLER RIV 50/ 5/8IN 1 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013073,CHAIN ROLLER RIV 60/ 3/4IN 1 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013074,LIEN OFFSET RIV 25/1/4IN 0.13IN 1 STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013075,LIEN OFFSET COT 40/1/2IN 7.92MM 1 STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013076,LIEN OFFSET COT 50/5/8IN 10.16MM 1STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013077,LIEN OFFSET COT 41/1/2IN 0.306IN 1STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013078,LIEN CONN 40/1/2IN 1 STRAND ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013079,LIEN CONN 50/5/8IN 10.16MM 1 STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013080,LIEN CONN 40/1/2IN 7.92MM 2 STR ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013081,BRG BALL DEEP G 70MMX110MMX20MM DS C0,NA,50229,6014-2RS1,ZER2,U31162313,U31162313,BRG BALL DEEP G 70MMX110MMX20MM DS C0,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,6014-2RS1,PROD,50229,SKF,0
90013082,CABLE SENSOR 1C MINI 5PIN 4M,NA,50020,MBCC2-512,ZER2,U31162313,U31162313,CABLE SENSOR 1C MINI 5PIN 4M,NA,NA,NA,NA,NA,NA,NA,BANNER,BANNER,BANNER,NA,MBCC2-512,PROD,50020,BANNER ENGINEERING,12
90013083,SENSOR PHOTOELEC RETRORFX 6M H50,NA,50185,RLK39-54/31/40A/116,ZER2,U31162313,U31162313,SENSOR PHOTOELEC RETRORFX 6M H50,NA,NA,NA,NA,NA,NA,NA,PEPPERLFUCHS,PEPPERLFUCHS,PEPPERLFUCHS,NA,RLK39-54/31/40A/116,PROD,50185,PEPPERL FUCHS,1
90013084,SENSOR PHOTOELEC LED 20-250MM M12-5,NA,50185,MLV12-8-H-250-RT/65B/124/128,ZER2,U31162313,U31162313,SENSOR PHOTOELEC LED 20-250MM M12-5,NA,NA,NA,NA,NA,NA,NA,PEPPERLFUCHS,PEPPERLFUCHS,PEPPERLFUCHS,NA,MLV12-8-H-250-RT/65B/124/128,PROD,50185,PEPPERL FUCHS,1
90013085,LOAD CELL SIGNAL CONVERTER MT9321,NA,50149,9321,ZER2,U41112100,U41112100,LOAD CELL SIGNAL CONVERTER MT9321,NA,NA,NA,NA,NA,NA,NA,METTLER TOLEDO,METTLER TOLEDO,METTLER,TOLEDO,9321,PROD,50149,METTLER TOLEDO,0
90013086,CONTACTOR COIL 300A 600VAC KH300,NA,50285,SK-826-400-AF,ZER2,U31162313,U31162313,CONTACTOR COIL 300A 600VAC KH300,NA,NA,NA,NA,NA,NA,Manufacturer,ABB,ABB,ABB,NA,SK-826-400-AF,PROD,50285,ABB,0
90013087,PCS043..085-600V PROTECT MODULE,NA,50238,PCP-147-600V,ZER2,U31162313,U31162313,PCS043..085-600V PROTECT MODULE,NA,NA,NA,NA,NA,NA,Manufacturer,SPRECHER SCHUH,SPRECHER SCHUH,SPRECHER,SCHUH,PCP-147-600V,PROD,50238,SPRECHER SCHUH,0
90013088,PCS003..037-600V PROTECT MODULE,NA,50238,PCP-064-600V,ZER2,U31162313,U31162313,PCS003..037-600V PROTECT MODULE,NA,NA,NA,NA,NA,NA,Manufacturer,SPRECHER SCHUH,SPRECHER SCHUH,SPRECHER,SCHUH,PCP-064-600V,PROD,50238,SPRECHER SCHUH,0
90013089,CONN CLOSE END SPEC VINYL 22-16AWG WHT,NA,50354,84-3182,ZER2,U31162313,U31162313,CONN CLOSE END SPEC VINYL 22-16AWG WHT,NA,NA,NA,NA,NA,NA,NA,GROTE,GROTE,GROTE,NA,84-3182,PROD,50354,GROTE,0
90013090,SWT FOOT DBL SPDT 20A 125VAC,NA,50384,TWIN632-S,ZER2,U31162313,U31162313,SWT FOOT DBL SPDT 20A 125VAC,NA,NA,NA,NA,NA,NA,NA,LINEMASTER,LINEMASTER,LINEMASTER,NA,TWIN632-S,PROD,50384,LINEMASTER,0
90013091,TERMINAL BLOCK END PLATE WAP16-35 2.5-10,NA,50274,105010,ZER2,U31162313,U31162313,TERMINAL BLOCK END PLATE WAP16-35 2.5-10,NA,NA,NA,NA,NA,NA,Manufacturer,WEIDMULER,WEIDMULER,WEIDMULER,NA,105010,PROD,50274,WEIDMULLER,1
90013092,SEAL OIL S.LIP 3.250X4.003X0.375IN CRW1,NA,50229,32344,ZER2,U31162313,U31162313,SEAL OIL S.LIP 3.250X4.003X0.375IN CRW1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,32344,PROD,50229,SKF,0
90013093,SEAL OIL D.LIP 0.875X1.499X0.250IN CRWA1,NA,50229,8702,ZER2,U31162313,U31162313,SEAL OIL D.LIP 0.875X1.499X0.250IN CRWA1,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,8702,PROD,50229,SKF,0
90013094,BEARING BALL DEEP G 30MMX62MMX16MM DS C0,NA,50229,6206-2RS1,ZER2,U31162313,U31162313,BEARING BALL DEEP G 30MMX62MMX16MM DS C0,NA,NA,NA,NA,NA,NA,NA,SKF,SKF,SKF,NA,6206-2RS1,PROD,50229,SKF,0
90013095,FLANGE COUPLING SLV SIZE5 1.125IN ST,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013096,CAM FLW FLAT RD 4IN W 2.25IN 1.50X3.50IN,NA,50202,CF 4 S,ZER2,U31162313,U31162313,CAM FLW FLAT RD 4IN W 2.25IN 1.50X3.50IN,NA,NA,NA,NA,NA,NA,NA,REGAL BELOIT,REGAL BELOIT,REGAL,BELOIT,CF 4 S,PROD,50202,REGAL BELOIT,0
90013097,UNION 8MM-MAXFIT,NA,50143,46.24,ZER2,U31162313,U31162313,UNION 8MM-MAXFIT,NA,NA,NA,NA,NA,NA,Manufacturer,TOPRING,TOPRING,TOPRING,NA,46.24,PROD,50258,TOPRING,0
90013098,FITTING TUBE PNEU 4MM 2PORTS P-P ISO,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013099,"UNION EN ""Y"" TRIPLE 12MM X 12MM-TOPFIT",NA,50258,42.554,ZER2,U31162313,U31162313,"UNION EN ""Y"" TRIPLE 12MM X 12MM-TOPFIT",NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,42.554,PROD,50258,TOPRING,0
90013100,"UNION EN ""Y"" TRIPLE 10MM X 10MM-TOPFIT",NA,50258,42.552,ZER2,U31162313,U31162313,"UNION EN ""Y"" TRIPLE 10MM X 10MM-TOPFIT",NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,42.552,PROD,50258,TOPRING,0
90013101,"UNION EN ""Y"" TRIPLE 8MM X 8MM-TOPFIT",NA,50258,42.55,ZER2,U31162313,U31162313,"UNION EN ""Y"" TRIPLE 8MM X 8MM-TOPFIT",NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,42.55,PROD,50258,TOPRING,0
90013102,"UNION EN ""Y"" TRIPLE 6MM X 600-TOPFIT",NA,50258,42.545,ZER2,U31162313,U31162313,"UNION EN ""Y"" TRIPLE 6MM X 600-TOPFIT",NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,42.545,PROD,50258,TOPRING,0
90013103,GAUGE PRESS 2-1/2IN 0-15PSI BM 1/4MNPT,NA,50456,50241451,ZER2,U31162313,U31162313,GAUGE PRESS 2-1/2IN 0-15PSI BM 1/4MNPT,NA,NA,NA,NA,NA,NA,NA,WIKA INSTRUMENTS LTD,WIKA INSTRUMENTS LTD,WIKA,INSTRUMENTS,50241451,PROD,50456,WIKA INSTRUMENTS LTD,0
90013104,GAUGE GLY 0-200PSI LM 1/4NPT 2-1/2IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013105,GAUGE P.GLY 2-1/2IN  0-160PSI LM 1/4NPT,NA,50258,55.825,ZER2,U31162313,U31162313,GAUGE P.GLY 2-1/2IN  0-160PSI LM 1/4NPT,NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,55.825,PROD,50258,TOPRING,0
90013106,GAUGE GLY 0-160PSI BM 1/4NPT 2-1/2IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013107,GAUGE GLY 0-160PSI LM 1/4NPT 2-1/2IN,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013108,GAUGE PRESS 1-1/2IN  0-160PSI CBM 1/8NPT,NA,50258,55.120,ZER2,U31162313,U31162313,GAUGE PRESS 1-1/2IN  0-160PSI CBM 1/8NPT,NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,55.120,PROD,50258,TOPRING,0
90013109,GAUGE PRESS 1-1/2IN  0-160 PSI LM 1/8NPT,NA,50258,55.145,ZER2,U31162313,U31162313,GAUGE PRESS 1-1/2IN  0-160 PSI LM 1/8NPT,NA,NA,NA,NA,NA,NA,NA,TOPRING,TOPRING,TOPRING,NA,55.145,PROD,50258,TOPRING,0
90013110,VALVE AIR 4WAY 1SOL RC 3/8 NFPT 2 POS,NA,NA,NA,ZER2,U31162313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90013111,VALVE REPAIR KIT PNEU 033408000 PARKER,NA,50182,33408000,ZER2,U31162313,U31162313,VALVE REPAIR KIT PNEU 033408000 PARKER,GRP-PD-6,NA,NA,NA,NA,NA,Manufacturer,PARKER,PARKER,PARKER,NA,33408000,PROD,50182,PARKER,0
90013112,MOTOR STARTER NR 3PH 27A 7.5-10HP,NA,50325,W200M1CFC,ZER2,U31162313,U31162313,MOTOR STARTER NR 3PH 27A 7.5-10HP,NA,NA,NA,NA,NA,NA,NA,CUTLER HAMMER,CUTLER HAMMER,CUTLER,HAMMER,W200M1CFC,PROD,50325,CUTLERHAMMER,1
90013113,POWER SUPPLY DIN 24VDC 120VAC 80W,NA,50004,1606-XLELETTRIC80E,ZER2,U31162313,U31162313,POWER SUPPLY DIN 24VDC 120VAC 80W,NA,NA,NA,NA,NA,NA,NA,ALLEN BRADLEY,ALLEN BRADLEY,ALLEN,BRADLEY,1606-XLELETTRIC80E,PROD,50004,ALLENBRADLEY,1
90013114,CONTACTOR 600V 3PH 25A LC1D,NA,50216,LC1-D09-10,ZER2,U39121529,U39121529,CONTACTOR 600V 3PH 25A LC1D,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,LC1-D09-10,PROD,50216,SCHNEIDER ELECTRIC,0
90013115,RELAY THERM PROT 0.63-1A CLASS10,NA,50216,LRD05,ZER2,U31162313,U31162313,RELAY THERM PROT 0.63-1A CLASS10,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,LRD05,PROD,50216,SCHNEIDER ELECTRIC,0
90013116,RELAY THERM PROT 1.6-2.5A CL10,NA,50216,LRD07,ZER2,U31162313,U31162313,RELAY THERM PROT 1.6-2.5A CL10,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,LRD07,PROD,50216,SCHNEIDER ELECTRIC,0
90013117,RELAY THERM PROT 1.2-1.8A CL10,NA,50216,LR2K0307,ZER2,U31162313,U31162313,RELAY THERM PROT 1.2-1.8A CL10,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,LR2K0307,PROD,50216,SCHNEIDER ELECTRIC,0
90013118,RELAY THERM PROT 0.8-1.2A CL10,NA,50216,LR2K0306,ZER2,U31162313,U31162313,RELAY THERM PROT 0.8-1.2A CL10,NA,NA,NA,NA,NA,NA,NA,SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,SCHNEIDER,ELECTRIC,LR2K0306,PROD,50216,SCHNEIDER ELECTRIC,0
90013119,STARTER MAN MOT PROT 20-25A 660V DIN,NA,50004,140-MN-2500,ZER2,U31162313,U31162313,STARTER MAN MOT PROT 20-25A 660V DIN,NA,NA,NA,NA,NA,NA,NA,ALLEN BRADLEY,ALLEN BRADLEY,ALLEN,BRADLEY,140-MN-2500,PROD,50004,ALLENBRADLEY,1
90013120,SWITCH FOOT 20A 250V 38.1MM,NA,50384,632-S,ZER2,U31162313,U31162313,SWITCH FOOT 20A 250V 38.1MM,NA,NA,NA,NA,NA,NA,NA,LINE MASTER,LINE MASTER,LINE,MASTER,632-S,PROD,50384,LINEMASTER,1
90013121,CIRC BREAKER 30A 480VAC 3POLES F-FRAME,NA,50325,EHD3030,ZER2,U31162313,U31162313,CIRC BREAKER 30A 480VAC 3POLES F-FRAME,NA,NA,NA,NA,NA,NA,NA,CUTLERHAMMER,CUTLERHAMMER,CUTLERHAMMER,NA,EHD3030,PROD,50325,CUTLERHAMMER,0
90013122,FUSE HOLDER 400A 2500V SCREW,NA,50031,BH-1133,ZER2,U31162313,U31162313,FUSE HOLDER 400A 2500V SCREW,NA,NA,NA,NA,NA,NA,NA,BUSSMAN,BUSSMAN,BUSSMAN,NA,BH-1133,PROD,50031,BUSSMANN,1
90013123,RECEPTACLE ARKTITE 60A 3WIRES 4PH,NA,50010,AR642,ZER2,U31162313,U31162313,RECEPTACLE ARKTITE 60A 3WIRES 4PH,NA,NA,NA,NA,NA,CROUSE-HINDS,Manufacturer,CROUSEHINDS,CROUSEHINDS,CROUSEHINDS,NA,AR642,PROD,50324,CROUSEHINDS,0
90013124,LEVER 3POS LED 2 BTN M12,NA,50285,2TLA850002R3400,ZER2,U31162313,U31162313,LEVER 3POS LED 2 BTN M12,NA,NA,NA,NA,NA,NA,NA,ABB,ABB,ABB,NA,2TLA850002R3400,PROD,50285,ABB,0
90013125,PLC PGM IDFIX-PROG-10K,NA,50285,2TLA020070R2600,ZER2,U31162313,U31162313,PLC PGM IDFIX-PROG-10K,NA,NA,NA,NA,NA,NA,NA,ABB,ABB,ABB,NA,2TLA020070R2600,PROD,50285,ABB,0
90013126,CABLE 6M M12 5WIRES,NA,50285,2TLA020056R0000,ZER2,U31162313,U31162313,CABLE 6M M12 5WIRES,NA,NA,NA,NA,NA,NA,NA,ABB,ABB,ABB,NA,2TLA020056R0000,PROD,50285,ABB,0
90013127,CABLE 10M M12 8WIRES,NA,50285,2TLA020056R4000,ZER2,U31162313,U31162313,CABLE 10M M12 8WIRES,NA,NA,NA,NA,NA,NA,NA,ABB,ABB,ABB,NA,2TLA020056R4000,PROD,50285,ABB,0
90013128,RELAY SAFETY 24VDC 1-2NO DIN TINA,NA,50285,2TLA020052R1000,ZER2,U31162313,U31162313,RELAY SAFETY 24VDC 1-2NO DIN TINA,NA,NA,NA,NA,NA,NA,NA,ABB,ABB,ABB,NA,2TLA020052R1000,PROD,50285,ABB,0
90013129,RELAY SAFETY 24VDC 4NO SCREW DIN E1T,NA,50285,2TLA010030R0000,ZER2,U31162313,U31162313,RELAY SAFETY 24VDC 4NO SCREW DIN E1T,NA,NA,NA,NA,NA,NA,Manufacturer,ABB,ABB,ABB,NA,2TLA010030R0000,PROD,50285,ABB,0
90013130,SAFETY PLC PLUTO B20,NA,50285,2TLA020070R4600,ZER2,U31162313,U31162313,SAFETY PLC PLUTO B20,NA,NA,NA,NA,NA,NA,Manufacturer,ABB,ABB,ABB,NA,2TLA020070R4600,PROD,50285,ABB,0
